node_id,observation_id,node_cluster_code,strong,verse_reference,surface,morph_code,question_code,source_stage,seq,node_created_at,obs_cluster_code,stage,tag,obs_text,meaning_source,status,meaning_keywords,obs_created_at,updated_at
446,328,M67,G0692,1Tim.5.13,idlers,A-NPF,M0.5.7,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,None - no supplication/seeking term is associated with idleness/uselessness; this characteristic is not something sought from another but a condition observed or censured.,lsj+strong_meaning_tree,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
447,329,M67,G0692,1Tim.5.13,idlers,A-NPF,M0.5.8,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,answered-no-flag,"This is a purely Greek/NT term with no Hebrew counterpart surfaced in these sources; continuity is thus intra-Greek (classical Greek usage of argos for fallow land/idle money carries directly into NT moral usage for idle persons and useless faith), showing semantic development from economic/agricultural sense to ethical-spiritual censure.",lsj+strong_meaning_tree,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
448,330,M67,G0692,1Tim.5.13,idlers,A-NPF,M0.5.9,verse-reading,1,2026-09-17T16:29:40Z,,verse-reading,attested-pre-nt,"None - argos is a long-attested classical Greek term (Homer onward), not a NT-period coinage.",lsj,withdrawn,,2026-09-17T16:29:40Z,2026-09-23T08:55:03Z
8705,7346,M02,G0024,2Cor.7.11,indignation,N-ASF,M0.1.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"ἀγανάκτησις names 'indignation', a term signalling roused displeasure/vexation at wrongdoing rather than simple sadness.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8706,7347,M02,G0024,2Cor.7.11,indignation,N-ASF,M0.1.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,LSJ's earliest sense is literal physical irritation (e.g. teething pain) before the metaphorical extension to 'vexation'; both Thucydides and this verse use the developed sense of moral vexation/indignation.,strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8707,7348,M02,G0024,2Cor.7.11,indignation,N-ASF,M0.1.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"The term's implication is relational -- indignation directed at the wrongdoing itself, evidence of the Corinthians' changed moral orientation following godly grief.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8708,7349,M02,G0024,2Cor.7.11,indignation,N-ASF,M0.5.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,attested-pre-nt,"Root ἀγανακτέω/ἀγανάκτησις shows physical irritation extending to vexation; attested from Plato (Phaedrus) through Thucydides prior to NT use, so this is not an NT coinage.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8709,7350,M02,G0024,2Cor.7.11,indignation,N-ASF,M0.5.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Occurs as a noun (N-ASF), this being its sole NT occurrence, naming the state of indignation as one item in a list of inner responses.",strong_meaning_tree; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8710,7351,M02,G0024,2Cor.7.11,indignation,N-ASF,M0.5.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Semantic range moves from literal bodily irritation (LSJ's teething example) to moral/emotional vexation and, of God, wrath -- here used of the Corinthians' own righteous displeasure at the offense.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8723,7364,M12,G0053,2Cor.7.11,innocent,A-APM,M0.1.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"ἁγνός names 'pure/chaste/innocent', a term rooted in cultic holiness language (related to ἅγιος), signalling ritual and moral purity together.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8724,7365,M12,G0053,2Cor.7.11,innocent,A-APM,M0.1.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ traces ἁγνός from Homer through classical usage: originally of things/places 'hallowed', then of persons 'chaste, undefiled', and 'pure from blood/guiltless'; Mounce/meaning tree confirm 'pure, chaste, innocent' -- both moral and ritual senses attested.",strong_lexicon.lsj; strong_lexicon.mounce; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8725,7366,M12,G0053,2Cor.7.11,innocent,A-APM,M0.1.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"The term implies a constitutional (status-declaring) sense here -- the Corinthians are declared/proved clear of guilt in the matter, the culminating verdict of the whole list of responses.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8726,7367,M12,G0053,2Cor.7.11,innocent,A-APM,M0.5.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,attested-pre-nt,"ἁγνός root relates to ἅγιος, attested from Homer onward meaning 'pure, chaste, holy', long predating NT usage.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8727,7368,M12,G0053,2Cor.7.11,innocent,A-APM,M0.5.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Occurs as an adjective (A-APM) describing the Corinthians' proven status, consistent with the term's regular adjectival use to qualify persons as pure/guiltless.",strong_meaning_tree; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8728,7369,M12,G0053,2Cor.7.11,innocent,A-APM,M0.5.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Semantic range spans cultic 'hallowed', divine 'chaste/holy', and human 'guiltless from blood/undefiled' (LSJ); here the sense is forensic-moral, 'proved innocent/guiltless in the matter'.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8717,7358,M26,G1557,2Cor.7.11,punishment,N-ASF,M0.1.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"ἐκδίκησις names 'vengeance/punishment', built on ἐκ + δίκη, signalling justice carried out to completion against a wrong.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8718,7359,M26,G1557,2Cor.7.11,punishment,N-ASF,M0.1.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ shows ἐκδίκησις meaning 'avenging' with the idiom ἐκδίκησιν ποιεῖσθαι, 'to give satisfaction'; Mounce/meaning tree confirm 'vengeance, punishment, retributive justice' -- both stress the act of setting a wrong right through retribution.",strong_lexicon.lsj; strong_lexicon.mounce; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8719,7360,M26,G1557,2Cor.7.11,punishment,N-ASF,M0.1.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"The term implies a directional, corrective relation -- readiness to see wrong punished/set right, here evidenced by the Corinthians willingly submitting to discipline as proof of sincerity.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8720,7361,M26,G1557,2Cor.7.11,punishment,N-ASF,M0.5.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,attested-pre-nt,"ἐκδίκησις root is ἐκ + δίκη ('justice, right'), attested in Polybius before NT use, meaning full/completed retribution or legal satisfaction.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8721,7362,M26,G1557,2Cor.7.11,punishment,N-ASF,M0.5.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,Occurs as a noun (N-ASF) naming the readiness for retributive action as the climax of the list of responses to godly grief.,strong_meaning_tree; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8722,7363,M26,G1557,2Cor.7.11,punishment,N-ASF,M0.5.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Semantic range covers legal remedy, satisfaction, and vengeance/punishment (LSJ); here used of the Corinthians' willingness to see the offender justly dealt with, part of a suite of proofs of repentance.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8692,7333,M18,G1972,2Cor.7.11,longing,N-ASF,M0.1.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"ἐπιπόθησις names 'longing after', built on ἐπί + ποθέω, signalling a strong directed yearning rather than a passive wish.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8693,7334,M18,G1972,2Cor.7.11,longing,N-ASF,M0.1.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ attests ἐπιπόθησις only in NT and near-contemporary usage (2Cor.7.7, Aquila's Ezek.23.11) meaning 'longing after' with genitive object; the meaning tree confirms 'earnest desire, strong affection'.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8694,7335,M18,G1972,2Cor.7.11,longing,N-ASF,M0.1.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"The term carries a relational implication of desire directed toward restoring a relationship -- here the Corinthians' longing is directed toward Paul/reconciliation, part of the fruits of godly grief.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8695,7336,M18,G1972,2Cor.7.11,longing,N-ASF,M0.5.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,attested-pre-nt,"ἐπιπόθησις root meaning is 'longing after' (ἐπί + ποθέω); LSJ's only citations are NT and a near-contemporary translation of Ezekiel, showing the noun form itself is very rare pre-NT though the verb ποθέω is classical.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8696,7337,M18,G1972,2Cor.7.11,longing,N-ASF,M0.5.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Occurs as an abstract noun (N-ASF) naming the state/emotion of longing, one of only two NT occurrences (both 2 Cor.7), showing the term operates as a named inner disposition rather than a verb of acting.",strong_meaning_tree; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8697,7338,M18,G1972,2Cor.7.11,longing,N-ASF,M0.5.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Semantic range is narrow and intensive: 'earnest desire, strong affection' directed toward a person or restored relationship, here listed among a cluster of intense emotional responses produced by godly grief.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8698,7339,M18,G2205,2Cor.7.11,zeal,N-ASM,M0.1.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"ζῆλος names 'zeal', a term that can signal either ardent devoted concern or, negatively, jealousy/rivalry -- its name signals an intense emotional energy that can move in either moral direction.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8699,7340,M18,G2205,2Cor.7.11,zeal,N-ASM,M0.1.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ shows ζῆλος ranging from jealousy/rivalry (Hesiod, Sophocles) to eager emulation and fervour/zeal (LXX, NT); Mounce lists both the positive 'ardent concern' and negative 'jealousy, envy, rage' senses -- the term is definitionally dual-valenced.",strong_lexicon.lsj; strong_lexicon.mounce; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8700,7341,M18,G2205,2Cor.7.11,zeal,N-ASM,M0.1.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"In this list of Corinthian responses the term implies zeal directed toward setting a wrong right -- a constitutional (character-revealing) implication, evidencing genuine repentance rather than mere regret.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8701,7342,M18,G2205,2Cor.7.11,zeal,N-ASM,M0.5.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Greek ζῆλος root sense is heated/boiling passion (compare ζέω), yielding both 'jealousy' and 'zeal/emulation' depending on direction of the passion's object.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8702,7343,M18,G2205,2Cor.7.11,zeal,N-ASM,M0.5.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Occurs as a noun (N-ASM) naming the emotion/quality itself, consistent with its use across the NT as an abstract noun for zeal or jealousy rather than a verb form.",strong_lexicon.mounce; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8703,7344,M18,G2205,2Cor.7.11,zeal,N-ASM,M0.5.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ documents an unusually wide range: jealousy/envy, eager rivalry/emulation, ambition, pride/honour, fervour, and even personified deity -- here used in the positive 'zeal for right conduct' sense as one of the godly-grief-produced responses.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8704,7345,M18,G2205,2Cor.7.11,zeal,N-ASM,M0.5.5,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"The negative pole of this term's own semantic range (jealousy/envy, φθόνος-adjacent) functions as its own structural opposite depending on direction -- LSJ explicitly couples ζῆλος with φθόνος as near-synonym in the negative sense, showing the term itself contains its own antithetical pole.",strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8729,7370,M03,G3076,2Cor.7.11,grief,V-APN,M0.1.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"λυπέω names 'to grieve/cause sorrow', signalling an act that produces distress in the one affected, whether physical or emotional.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8730,7371,M03,G3076,2Cor.7.11,grief,V-APN,M0.1.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ shows λυπέω used from Homer onward for causing pain of body or mind, and in historians for military 'harassing'; the passive means 'be grieved/distressed' -- here the passive-sense noun phrase 'godly grief' functions as the cause of the list of responses.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8731,7372,M03,G3076,2Cor.7.11,grief,V-APN,M0.1.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Qualified here by 'godly' (κατὰ θεόν), the term's directional implication is that this grief is oriented toward God -- a grief that produces repentance rather than mere distress.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8732,7373,M03,G3076,2Cor.7.11,grief,V-APN,M0.5.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,attested-pre-nt,"λυπέω is well-attested from Homer/Hesiod onward with senses ranging from physical distress to military harassment, long predating NT usage; the NT sense narrows to emotional/spiritual grief.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8733,7374,M03,G3076,2Cor.7.11,grief,V-APN,M0.5.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Occurs here as an infinitive/verbal noun form (V-APN, 'to grieve'), showing the term functioning as the verbal root-cause governing the whole list of resulting nouns (earnestness, eagerness, etc.).",strong_meaning_tree; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8734,7375,M03,G3076,2Cor.7.11,grief,V-APN,M0.5.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Semantic range spans literal bodily pain (weight of armor) through emotional grief to military 'harassment'; here it is the qualified 'godly grief' that causally produces earnestness and the rest, showing an idiomatic causal use.",strong_lexicon.lsj; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
313,220,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.1.1,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"The characteristic is named from σπουδή (earnestness/diligence/zeal), the positive pole of the M67 cluster. The name signals energetic, focused application -- effort applied with urgency, whether physical haste or moral/spiritual earnestness.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
317,222,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.1.3,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"The term carries a directional implication of movement toward a goal with urgency -- it names both the manner (swiftly) and the intensity (wholeheartedly) of an action or disposition, and functions relationally as evidence offered to others (2 Cor 7:11-12, 8:7-8) of inward sincerity.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
318,223,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.1,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"Primary Greek term σπουδή, from σπεύδω 'to hasten'. Root meaning: hurried, urgent exertion, extending to earnest zeal and diligence. No Hebrew equivalent supplied in this cluster's data.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
332,230,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.10,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"The full arc moves from concrete physical haste/speed, through general zealous exertion and attentiveness (including political/partisan zeal in classical usage), to an ethical-relational sense in the NT epistles where earnestness becomes visible proof of sincere character (repentance, love, generosity) offered for others to observe and judge.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
338,231,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.11,verse-reading,1,2026-09-17T16:26:59Z,M67,verse-reading,surface-gloss-divergence,"In Mark.6.25 σπουδή retains its base literal sense of physical haste ('with haste' to the king) with no metaphorical shift. In 2Cor.7.11, 7.12, 8.7, 8.8 and Rom.12.11 the term shifts from physical speed to an ethical-relational nuance of demonstrable zeal/earnestness functioning as evidence of sincerity -- a marked shift from the base 'haste' gloss toward a virtue-term describing wholehearted moral engagement, distinctive to the Pauline corpus's use compared to the narrative/literal use in Mark.",strong_meaning_tree+lsj+mounce,draft,,2026-09-17T16:26:59Z,2026-09-23T05:34:23Z
10213,8829,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.11,verse-reading,1,2026-09-22T04:37:05Z,M67,verse-reading,no-impact,"This occurrence matches the term's usual NT sense of earnest diligence/zeal (cf. Rom.12.8,11; 2Cor.8.7,16) -- no divergence in nuance from its other occurrences.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,draft,,2026-09-22T04:37:05Z,2026-09-23T05:34:23Z
319,224,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.2,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"σπουδή occurs here only as a noun (N-ASF, N-GSF, N-ASF, N-DSF across occurrences), naming a quality or state rather than the act itself; the related adverb σπουδαίως (G4709) supplies the manner-of-action form, showing the characteristic operates both as a describable quality possessed and as a manner in which action is carried out.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
325,225,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.3,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"Semantic range spans literal physical haste/speed (Mark 6:25, 'with haste' to the king), zeal as attentive/earnest effort in relationships and undertakings (Rom 12:11, 'not lagging in zeal'), and a demonstrable, quasi-evidentiary sense -- earnestness that others can observe and that functions as proof of genuine character (2 Cor 7:11-12, 8:7-8, where σπουδή is offered as evidence of repentance and love alongside other virtues).",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
329,227,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.6,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,None distinct within this occurrence set; no separate agent-noun ('the zealous one') is attested among the given strongs for this cluster.,strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
330,228,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.8,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,answered-no-flag,"No Hebrew counterpart is supplied for this cluster's data; the term's development is intra-Greek, moving from classical usage denoting physical haste and zealous effort/political partisanship (LSJ) to a specifically Christian ethical usage in the NT epistles as a virtue demonstrating sincerity of repentance and love.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
331,229,M67,G4710,2Cor.7.11,earnestness,N-ASF,M0.5.9,verse-reading,1,2026-09-17T16:26:59Z,,verse-reading,attested-pre-nt,"None. σπουδή is a well-established classical term (attested from Herodotus onward per LSJ), not coined in the NT period.",strong_meaning_tree+lsj+mounce,withdrawn,,2026-09-17T16:26:59Z,2026-09-23T08:55:03Z
8711,7352,M01,G5401,2Cor.7.11,fear,N-ASM,M0.1.1,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"φόβος names 'fear', from φέβομαι (to flee in panic) -- its root signals fear as flight-response, later broadened to reverence/respect.",strong_meaning_tree; strong_lexicon.lsj; strong_lexicon.mounce,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8712,7353,M01,G5401,2Cor.7.11,fear,N-ASM,M0.1.2,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"LSJ traces φόβος from Homeric 'panic flight' to generalized 'fear, terror' and further to 'awe, reverence' for a ruler or deity; Mounce confirms both 'fear, terror' and 'respect, reverence' senses -- the term spans a wide definitional arc.",strong_lexicon.lsj; strong_lexicon.mounce; strong_meaning_tree,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
8713,7354,M01,G5401,2Cor.7.11,fear,N-ASM,M0.1.3,verse-reading,1,2026-09-21T17:45:01Z,,verse-reading,answered-no-flag,"Here the fear is relationally directed -- toward the consequences of wrongdoing and toward restoring right relationship with Paul/God, showing fear functioning as a moral corrective rather than mere terror.",strong_meaning_tree; strong_lexicon.lsj,withdrawn,,2026-09-21T17:45:01Z,2026-09-23T08:55:03Z
