osisId,note_id,verse_lexical_id,source_position,source_code_ordinal,source_strong,note_type,resolution_status,target_verse,target_position,related_verse_lexical_ids,value_text,evidence_text
Lev.17.16,310,891337,2,0,H7364,related_word,resolved,,,,"Genuine same-concept family: washing-related terms (H7365/H7366/H7367) -- real semantic cluster, not coincidental.",
Lev.17.16,311,891338,2,1,H9023,pronoun_resolution,resolved,Lev.17.15,1,,The implicit 3ms subject ('he') of this verse is not named within Lev.17.16 itself -- a targeted read of the immediately preceding verse (Lev.17.15) confirms the antecedent: 'every person (nephesh) who eats...' (position 1). Exactly the kind of adjacent-verse read #1451's design describes.,
Lev.17.16,312,891339,2,2,H3808,polarity,resolved,Lev.17.16,0,,"Second negator (H3808) extends the first negator's (position 0) scope across both coordinated verbs -- 'does not wash... or bathe' is one negated compound action, not two independent negative clauses.",
Lev.17.16,313,891340,3,0,H1320,related_word,resolved,,,,Genuine same-concept family: flesh/body-related Hebrew root (H1308/H1309/H1319/H1321) -- real semantic cluster.,
Lev.17.16,314,891341,3,1,H9002,inert,checked_empty,,,,"Conjunctive prefix within 'his flesh', function role -- no separate relational finding beyond the polarity/connective notes already recorded at position 1.",
Lev.17.16,315,891342,4,0,H5375J,related_word,checked_empty,,,,0 related codes pulled.,
Lev.17.16,316,891342,4,0,H5375J,idiom,resolved,,,,"'bear his iniquity' (nasa avon) is a fixed Hebrew legal idiom meaning 'be held guilty/liable' -- a real, well-attested idiom, not a literal physical-bearing statement.",
Lev.17.16,317,891343,5,0,H9023,pronoun_resolution,resolved,Lev.17.15,1,,Same antecedent as position 2's 'his' -- the generic legal subject established in Lev.17.15.,
Lev.17.16,318,891344,6,0,H5771G,related_word,checked_empty,,,,0 related codes pulled.,
Judg.11.40,286,957152,0,0,H1323G,related_word,checked_empty,,,,0 related codes pulled.,
Judg.11.40,287,957153,1,0,H3478,related_word,resolved,,,,"Genuine, real cross-reference: Israel/Jacob (H3290/H3479) and Israelite (G2474/G2475) are the same people's collective name and eponymous ancestor -- the identical name-cluster finding as Gen.46.18 position 9 in this same 10-verse sample, a real recurring pattern worth noting across the sample.",
Judg.11.40,288,957154,2,0,H1980G,related_word,checked_empty,,,,0 related codes pulled.,
Judg.11.40,289,957155,2,1,H9011,inert,checked_empty,,,,"Directional-heh suffix, function role.",
Judg.11.40,290,957156,3,0,H3117I,related_word,checked_empty,,,,0 related codes pulled.,
Judg.11.40,291,957156,3,0,H3117I,idiom,resolved,Judg.11.40,4,,"'year...year' (H3117I repeated at positions 3-4) is the standard Hebrew distributive idiom for 'year by year / annually', not two separate year-references.",
Judg.11.40,292,957157,3,1,H9006,inert,checked_empty,,,,"Prepositional prefix, function role.",
Judg.11.40,293,957158,4,0,H3117I,related_word,checked_empty,,,,0 related codes pulled -- second half of the idiom recorded at position 3.,
Judg.11.40,294,957159,5,0,H8567,related_word,checked_empty,,,,"1 related code pulled, form/gloss empty -- not usable.",
Judg.11.40,295,957160,5,1,H9005,inert,checked_empty,,,,"Prepositional prefix ('to'), function role.",
Judg.11.40,296,957161,6,0,H1323G,related_word,checked_empty,,,,0 related codes pulled.,
Judg.11.40,297,957161,6,0,H1323G,entity_link,resolved,Judg.11.40,7,,"'daughter' (singular) refers to Jephthah's daughter specifically (named via his patronymic at position 7-8) -- distinct from 'daughters of Israel' (plural, position 0), the subject who go out to commemorate her.",
Judg.11.40,298,957162,6,1,H9005,inert,checked_empty,,,,"Genitive-marking prefix, function role.",
Judg.11.40,299,957163,7,0,H3316H,related_word,checked_empty,,,,0 related codes pulled.,
Judg.11.40,300,957164,8,0,H1569,related_word,resolved,,,,"Genuine toponymic family: Gilead (H1568, multiple sub-entries) -- a real, meaningful geographic/genealogical connection to Jephthah's own origin, not coincidental.",
Judg.11.40,301,957165,8,1,H9009,inert,checked_empty,,,,"Definite article, function role.",
Judg.11.40,302,957166,9,0,H0702,related_word,resolved,,,,Genuine numeral family: four/fourth/forty (H0703/H0704/H0705/H7243) -- real semantic root.,
Judg.11.40,303,957167,10,0,H3117I,related_word,checked_empty,,,,0 related codes pulled.,
Judg.11.40,304,957168,11,0,H8141,related_word,resolved,,,,"Genuine etymological finding: shanah ('year', H8140) shares its root with 'to change/to repeat' (H8132/H8138) -- a real insight (a year as a repeating cycle), not coincidental.",
Judg.11.40,305,957169,11,1,H9003,inert,checked_empty,,,,"Prepositional prefix ('in'), function role.",
Prov.31.30,218,434412,0,0,H2580,related_word,resolved,,,,"Coincidental at scale: 51 related codes pulled, the overwhelming majority proper names (Hen, Henadad, Hannah...) sharing the CHN root with 'charm' -- a textbook, large-scale case of Hebrew triliteral-root collision, correctly sorted coincidental per the design's own language-aware rule, not a real relation.",
Prov.31.30,219,434413,0,1,H9009,inert,checked_empty,,,,"Definite article, function role.",
Prov.31.30,220,434414,1,0,H8267,related_word,resolved,,,,"Genuine, minor relation: shares its root with 'to deal falsely' (H8266) -- a real if small semantic connection.",
Prov.31.30,221,434415,2,0,H3308,related_word,resolved,,,,"Mixed: H3302/H3303/H3304 (beautiful/pretty) are genuine same-concept relatives; H3305 (Joppa, a place name) is a coincidental collision within the same pull -- both dispositions recorded honestly rather than averaged into one verdict.",
Prov.31.30,222,434416,2,1,H9009,inert,checked_empty,,,,"Definite article, function role.",
Prov.31.30,223,434417,3,0,H1892,related_word,resolved,,,,"Genuine and notable: H1893 (Abel, the biblical name) is not a coincidental collision here -- it is a well-attested intentional naming pun in Hebrew scripture (Abel's name literally carries the sense 'vapor/vanity'), the same root as this verse's own 'vain'. A real, worthwhile connection, not dismissed as coincidental.",
Prov.31.30,224,434418,3,1,H9002,connective,unclassified,,,,"Adversative 'but', contrasting charm/beauty (positions 0-3) against the woman who fears the LORD (positions 4-7). The design's 3-class connective lexicon (causal/coordinating/purpose) has no adversative class -- correctly UNCLASSIFIED, the same taxonomy gap already found at Lev.17.16's conditional case, not an error here.",
Prov.31.30,225,434419,4,0,H0802G,related_word,checked_empty,,,,0 related codes pulled.,
Prov.31.30,226,434420,5,0,H3373,related_word,resolved,,,,"Genuine same-concept family: fear/reverence (H3372/H3374/H4172) -- fully expected, real semantic cluster.",
Prov.31.30,227,434421,6,0,H3068G,related_word,checked_empty,,,,0 related codes pulled.,
Prov.31.30,228,434422,7,0,H1984B,related_word,checked_empty,,,,0 related codes pulled.,
Prov.31.30,229,434423,7,1,H1931,related_word,resolved,,,,"Pronoun-form cognates (he/she/it family, H1932/H2007) -- mechanical morphological relatives, not a substantive finding.",
Prov.31.30,230,434423,7,1,H1931,pronoun_resolution,resolved,Prov.31.30,4,,"'she' (the subject of 'is to be praised') refers back to 'a woman who fears the LORD' (position 4), not to charm/beauty -- confirms the verse's own antithetical structure resolves to the woman as the praised subject.",
Ps.94.22,202,415053,0,0,H3068G,related_word,checked_empty,,,,0 related codes pulled.,
Ps.94.22,203,415053,0,0,H3068G,entity_link,resolved,Ps.94.22,2,,"'the LORD' (position 0) and 'my God' (position 2) are the same referent, in synonymous parallelism -- both party_kind=divine, confirming the mechanical tag rather than adding a new fact.",
Ps.94.22,204,415054,0,1,H1961,related_word,resolved,,,,Minor genuine cognate: 'to fall'/'to be' (H1933) -- a real if modest etymological relative of hayah ('become').,
Ps.94.22,205,415054,0,1,H1961,chain,resolved,,,,"'has become' carries narrative_morph=wayyiqtol -- a genuine sequential-argument marker within the psalm's own developing claim, not a static statement.",
Ps.94.22,206,415055,1,0,H4869A,related_word,checked_empty,,,,0 related codes pulled.,
Ps.94.22,207,415055,1,0,H4869A,structural_pattern,resolved,,,"[415061, 415064]","'stronghold' / 'rock' / 'refuge' form a 3-term synonym cluster in poetic parallelism, all predicated of the same divine subject -- the verse's characteristic Hebrew poetic doubling (here tripling).",
Ps.94.22,208,415056,1,1,H9005,inert,checked_empty,,,,"Prepositional prefix, function role.",
Ps.94.22,209,415057,1,2,H9005,inert,checked_empty,,,,"Prepositional prefix (second component of a compound preposition), function role.",
Ps.94.22,210,415058,1,3,H9030,pronoun_resolution,resolved,,,,"1cs possessive suffix ('my') -- self-reference to the psalmist speaker, straightforward, no ambiguity.",
Ps.94.22,211,415059,2,0,H0430G,related_word,checked_empty,,,,0 related codes pulled.,
Ps.94.22,212,415060,2,1,H9002,connective,resolved,,,,"Coordinating 'and', joining the two divine epithets (LORD / God) -- genuinely classifiable against the 3-class lexicon this time, unlike the adversative/conditional cases found elsewhere in this sample.",
Ps.94.22,213,415061,3,0,H6697H,related_word,checked_empty,,,,0 related codes pulled.,
Ps.94.22,214,415062,3,1,H9005,inert,checked_empty,,,,"Prepositional prefix, function role.",
Ps.94.22,215,415063,3,2,H9020,pronoun_resolution,resolved,,,,1cs possessive suffix ('my') -- self-reference to the psalmist.,
Ps.94.22,216,415064,4,0,H4268,related_word,resolved,,,,"Genuine same-concept family: 'to seek refuge' (H2620/H2622) -- real semantic cluster, directly on-topic for this verse's own claim.",
Ps.94.22,217,415065,4,1,H9020,pronoun_resolution,resolved,,,,1cs possessive suffix ('my') -- self-reference to the psalmist.,
Eccl.5.14,148,883118,0,0,H1931,related_word,resolved,,,,Mechanical pronoun-form cognates (he/she/it family) -- present but not a substantive finding on its own.,
Eccl.5.14,149,883118,0,0,H1931,entity_link,resolved,Eccl.5.13,6,,"'and those [riches]' picks up the referent from the immediately preceding verse (Eccl.5.13's own 'riches') -- a genuine cross-verse resolution, the kind #1451's design names directly: read exactly one adjacent verse to confirm what could not be settled from the target verse alone.",
Eccl.5.14,150,883119,0,1,H9009,inert,checked_empty,,,,"Definite article, function role.",
Eccl.5.14,151,883120,1,0,H6239,related_word,resolved,,,,Genuine same-concept family: rich/enrich (H6223/H6238) -- real semantic cluster.,
Eccl.5.14,152,883121,1,1,H9009,inert,checked_empty,,,,"Definite article, function role.",
Eccl.5.14,153,883122,2,0,H0006,related_word,resolved,,,,"Genuine, strong family: destroy/destruction/Abaddon (H0007-H0011) -- Abaddon as the personification of destruction is a real, notable related concept, not a coincidental collision.",
Eccl.5.14,154,883123,3,0,H7451A,related_word,checked_empty,,,,0 related codes pulled.,
Eccl.5.14,155,883124,4,0,H6045,related_word,resolved,,,,"Genuine root connection: 'to be occupied/afflicted' (H6031) -- 'venture/business' relates to being occupied/busy, a real semantic link and a recurring theme-word in Ecclesiastes specifically.",
Eccl.5.14,156,883125,4,1,H9003,inert,checked_empty,,,,"Prepositional prefix, function role.",
Eccl.5.14,157,883126,5,0,H3205,related_word,resolved,,,,"Same birth-root family as Gen.46.18 position 8 (child/youth/maiden, H3205's own family) -- genuine, though here the same root is used in its causative 'father of' sense rather than 'bore', a real sense-distinction worth naming.",
Eccl.5.14,158,883127,6,0,H1121A,related_word,checked_empty,,,,"0 related codes pulled -- same code as Gen.46.18 position 1 ('sons'), consistently empty in both occurrences.",
Eccl.5.14,159,883128,7,0,H0369,related_word,resolved,,,,Genuine family: 'where?' / 'isn't?' (H0370/H0371) -- real negation-of-existence semantic cluster.,
Eccl.5.14,160,883129,7,1,H9002,inert,checked_empty,,,,"Conjunctive prefix, function role.",
Eccl.5.14,161,883130,7,2,H3972,related_word,resolved,,,,"Coincidental, not genuine: shares root letters with 'blemish' (H3971) but is not semantically related to this word's own sense ('anything/nothing') -- a minor Hebrew root collision.",
Eccl.5.14,162,883128,7,0,H0369,idiom,resolved,,,[883130],"H0369 + H3972 together ('nothing... nothing') form the standard Hebrew double-negation idiom for absolute negation ('there is not a thing') -- one idiom across two codes, not two separate findings.",
Eccl.5.14,163,883131,8,0,H9023,pronoun_resolution,resolved,,,,3ms possessive suffix ('his') -- self-reference to the man just introduced in this verse ('he is father of a son').,
Eccl.5.14,164,883132,9,0,H3027G,related_word,checked_empty,,,,0 related codes pulled.,
Eccl.5.14,165,883132,9,0,H3027G,idiom,resolved,,,,"'in his hand' is the standard Hebrew idiom for 'in his possession/control', not a literal statement about a hand.",
Eccl.5.14,166,883133,9,1,H9003,inert,checked_empty,,,,"Prepositional prefix, function role.",
Isa.4.5,245,441866,0,0,H3068G,related_word,checked_empty,,,,0 related codes pulled.,
Isa.4.5,246,441867,1,0,H1254A,related_word,checked_empty,,,,"0 related codes pulled. Note: bara ('create') is used almost exclusively of divine creative action in the OT -- a theologically loaded verb choice, but no current note_type cleanly captures 'significance of a verb's own restricted usage'; named here as an observation, not forced into idiom/noun_relational.",
Isa.4.5,247,441868,2,0,H5921A,related_word,checked_empty,,,,0 related codes pulled.,
Isa.4.5,248,441869,3,0,H3605,related_word,resolved,,,,Genuine family: all/entire/perfect (H3606/H3632/H3634) -- real semantic cluster.,
Isa.4.5,249,441870,4,0,H4349,related_word,resolved,,,,"Coincidental at scale: 24 related codes, almost entirely proper names (Jachin, Jeconiah) sharing the root letters of 'site/place' -- another textbook Hebrew triliteral collision, correctly sorted coincidental.",
Isa.4.5,250,441871,5,0,H2022G,related_word,checked_empty,,,,0 related codes pulled.,
Isa.4.5,251,441871,5,0,H2022G,noun_relational,resolved,Isa.4.5,6,,"'Mount' + 'Zion' (position 6) is a construct-state relational pairing identifying which mount is meant -- not two separate referents needing an entity_link, a plain construct relation.",
Isa.4.5,252,441872,6,0,H6726,related_word,resolved,,,,"Genuine toponymic family: Jerusalem/Salem/Zion (attested cross-lingually, Hebrew and Greek) -- a real, meaningful place-name cluster.",
Isa.4.5,253,441873,7,0,H5921A,related_word,checked_empty,,,,0 related codes pulled.,
Isa.4.5,254,441873,7,0,H5921A,recurrence_role_shift,checked_empty,Isa.4.5,2,,"Same code (H5921A, 'over') recurs from position 2, but the grammatical role does NOT shift -- both instances mark the object of protective coverage. A plain repeated function word, correctly recorded checked_empty per the design's own rule that mechanical repetition without rhetorical role change never qualifies as a genuine shift.",
Isa.4.5,255,441874,7,1,H9002,connective,resolved,,,,"Coordinating 'and', joining 'over the site of Mount Zion' with 'over her assemblies'.",
Isa.4.5,256,441875,8,0,H4744,related_word,resolved,,,,"Genuine root connection: 'to call/proclaim' (H7121) -- an assembly (miqra) is literally 'a calling-together', a real etymological insight.",
Isa.4.5,257,441876,9,0,H6051,related_word,resolved,,,,Genuine same-concept family: cloud (H6049-H6053) -- real semantic cluster.,
Isa.4.5,258,441876,9,0,H6051,structural_pattern,resolved,,,"[441879, 441881, 441884]","'cloud' / 'smoke' / 'shining' / 'fire' form a 4-term theophany-imagery cluster (day/night pairing: cloud+smoke by day, fire+shining by night) -- Sinai-pattern protective-presence imagery.",
Isa.4.5,259,441877,9,1,H9024,pronoun_resolution,resolved,Isa.4.5,6,,"3fs possessive suffix ('her') refers to Zion (position 6), feminine place-name agreement.",
Isa.4.5,260,441878,10,0,H3119,related_word,resolved,,,,"Genuine, straightforward family: day (H3117, multiple sub-senses) -- expected, real cluster.",
Isa.4.5,261,441879,11,0,H6227,related_word,resolved,,,,Mixed: 'to smoke'/'smoking' (H6225/H6226) genuine; Ashan (H6228) a coincidental place-name collision within the same pull.,
Isa.4.5,262,441880,11,1,H9002,connective,resolved,,,,"Coordinating 'and', joining 'smoke' to the preceding 'cloud'.",
Isa.4.5,263,441881,12,0,H5051,related_word,resolved,,,,"Genuine family: to shine/brightness (H5050/H5053/H5054) -- real semantic cluster; Nogah (H5052, a personal name) is a minor coincidental collision within the same pull.",
Isa.4.5,264,441882,12,1,H9002,connective,resolved,,,,"Coordinating 'and', joining 'shining' to 'smoke'.",
Isa.4.5,265,441883,13,0,H3852,related_word,resolved,,,,"Genuine family: flame (H3827/H3851/H7957) -- real semantic cluster; Lehabim (H3853, a people-name) a minor coincidental collision within the same pull.",
Isa.4.5,266,441884,14,0,H0784,related_word,resolved,,,,"Coincidental, not genuine: Ashbel/Eshban/Ashbea are proper names sharing root letters with 'fire' but semantically unrelated -- another Hebrew triliteral-root collision.",
Isa.4.5,267,441885,15,0,H3915,related_word,resolved,,,,"Mostly coincidental: Letushim (a tribe-name), 'to sharpen' -- tenuous or unrelated collisions with 'night', not a genuine semantic family.",
Isa.4.5,268,441886,16,0,H3588A,connective,resolved,,,,"Causal 'for' -- genuinely classifiable against the 3-class lexicon as causal, introducing the reason/basis for the preceding description.",
Isa.4.5,269,441887,17,0,H5921A,related_word,checked_empty,,,,0 related codes pulled.,
Isa.4.5,270,441887,17,0,H5921A,recurrence_role_shift,checked_empty,Isa.4.5,2,,"Third occurrence of H5921A ('over') in this verse -- again no role shift from its first occurrence (position 2), correctly recorded checked_empty.",
Isa.4.5,271,441888,18,0,H3605,related_word,resolved,,,,Genuine family: all/entire/perfect (same root as position 3's 'whole') -- real semantic cluster.,
Isa.4.5,272,441888,18,0,H3605,recurrence_role_shift,checked_empty,Isa.4.5,3,,"Same code (H3605) as position 3 ('whole'), but both occurrences are the same distributive-quantifier role modifying a noun -- no genuine role shift, correctly recorded checked_empty rather than silently skipped.",
Isa.4.5,273,441889,19,0,H3519,related_word,resolved,,,,"Genuine and notable: honor/heavy/glory (H3513-H3515) -- the well-known Hebrew 'weight = glory' semantic connection (kavod), a real and important finding for a study of this kind, not incidental.",
Isa.4.5,274,441890,20,0,H2646,related_word,resolved,,,,"Mixed: Huppah/Huppim (proper names derived from the same root) alongside 'to cover'/'to shield' (H2645/H2653) -- a genuine, if modest, semantic connection to 'canopy' as a covering.",
Amos.8.4,275,526507,0,0,H8085G,related_word,checked_empty,,,,0 related codes pulled.,
Amos.8.4,276,526508,1,0,H2063,related_word,resolved,,,,"Minor genuine relation: 'this' (H2088) shares the demonstrative family, real if trivial.",
Amos.8.4,277,526509,2,0,H7602B,related_word,checked_empty,,,,0 related codes pulled.,
Amos.8.4,278,526510,2,1,H9009,inert,checked_empty,,,,"Definite article, function role.",
Amos.8.4,279,526511,3,0,H0034,related_word,resolved,,,,"Genuine etymological finding: 'needy' (evyon) shares its root with 'to desire/be willing' (H0014/H0035) -- the needy are, at root, 'those who lack/desire', a real semantic insight.",
Amos.8.4,280,526512,4,0,H6041,related_word,resolved,,,,"Genuine, strong family: afflict/poor/gentleness (H6031-H6038) -- a real, substantial semantic cluster central to this verse's own social-justice vocabulary.",
Amos.8.4,281,526513,5,0,H0776G,related_word,checked_empty,,,,0 related codes pulled.,
Amos.8.4,282,526514,6,0,H7673A,related_word,checked_empty,,,,0 related codes pulled.,
Amos.8.4,283,526514,6,0,H7673A,structural_pattern,resolved,,,"[526511, 526512]",'trample on' / 'needy' / 'poor' form the indictment's own accusation cluster -- the verb and its two victim-terms named together as one social-justice charge.,
Amos.8.4,284,526515,6,1,H9002,inert,checked_empty,,,,"Conjunctive component within the compound verb phrase, function role.",
Amos.8.4,285,526516,6,2,H9005,inert,checked_empty,,,,"Prepositional component within the compound verb phrase, function role.",
Mark.11.21,231,833026,0,0,G2532,connective,resolved,,,,"Coordinating 'And' -- narrative sequencer opening the verse, genuinely classifiable against the 3-class lexicon.",
Mark.11.21,232,833027,1,0,G4074G,related_word,checked_empty,,,,0 related codes pulled.,
Mark.11.21,233,833028,2,0,G0363,related_word,resolved,,,,"Genuine, direct family: remembrance / to remember (G0364/G3403) -- real cognates, expected.",
Mark.11.21,234,833029,3,0,G3004G,related_word,checked_empty,,,,0 related codes pulled.,
Mark.11.21,235,833030,4,0,G0846,related_word,resolved,,,,"Minor genuine relation: reflexive-pronoun morphological family (G1438/G1683) -- real cognates, not a substantive finding on its own.",
Mark.11.21,236,833030,4,0,G0846,entity_link,resolved,,,,"'him' (dative) refers to Jesus, the addressee of Peter's remark -- confirmed from the target verse's own grammar (a vocative 'Rabbi' immediately follows), no adjacent-verse read needed.",
Mark.11.21,237,833031,5,0,G4461,related_word,resolved,,,,"Genuine, direct cognate: Rabboni (G4462) -- the same honorific family, real.",
Mark.11.21,238,833032,6,0,G2396,related_word,resolved,,,,"Genuine, direct cognate: 'to perceive/know' (G1492) -- 'look/behold' shares its root with 'to see', real and expected.",
Mark.11.21,239,833033,7,0,G4808,related_word,resolved,,,,"Genuine botanical-term cluster: mulberry/sycamore/fig (G4807/G4809/G4810) -- real, all fruit-tree names sharing a root, not coincidental.",
Mark.11.21,240,833033,7,0,G4808,entity_link,resolved,Mark.11.13,4,,"'fig tree' (G4808) is the same tree Jesus approached in Mark.11.13 -- same strong code, same referent, confirmed by a targeted read of the earlier verse, exactly the kind of on-demand adjacent-verse check #1451's design describes. NOT cross_lemma_shared_gloss -- that note_type is for two DIFFERENT lemmas sharing a sense, not the same code recurring.",
Mark.11.21,241,833034,8,0,G3739,related_word,checked_empty,,,,"1 related code pulled, form/gloss empty -- not usable.",
Mark.11.21,242,833034,8,0,G3739,pronoun_resolution,resolved,Mark.11.21,7,,'that' (relative pronoun) refers to 'fig tree' (position 7) -- the relative clause's antecedent within the same verse.,
Mark.11.21,243,833035,9,0,G2672,related_word,resolved,,,,"Genuine, direct family: cursed/curse (G1944/G2671) -- real cognates.",
Mark.11.21,244,833036,10,0,G3583,related_word,resolved,,,,"Genuine, direct cognate: 'dried up/withered' (G3584) -- real, expected.",
Rom.9.14,191,89073,0,0,G5101,related_word,resolved,,,,"Genuine interrogative-pronoun family: why?/one?/which? (G2444/G5100) -- real cognates, expected.",
Rom.9.14,192,89074,1,0,G4483,related_word,resolved,,,,"Genuine, large cognate family: say/speak (G2036/G2046/G4482/G4487/G4489) -- the classic Greek verb-of-speech cluster, real.",
Rom.9.14,193,89075,2,0,G3767,connective,unclassified,,,,"'then' (oun) here is inferential -- drawing a conclusion from the preceding argument. The design's 3-class connective lexicon (causal/coordinating/purpose) has no inferential class -- correctly UNCLASSIFIED, the same taxonomy gap already found at Lev.17.16 (conditional) and Prov.31.30 (adversative); a real, recurring gap across this sample, not three unrelated one-offs.",
Rom.9.14,194,89076,3,0,G3361,related_word,checked_empty,,,,0 related codes pulled.,
Rom.9.14,195,89076,3,0,G3361,connective,resolved,,,"[89080, 89081]",Part of the me genoito ('by no means') rhetorical-denial construction together with positions 7-8 -- not an independent negation of a separate clause.,
Rom.9.14,196,89077,4,0,G0093,related_word,resolved,,,,"Genuine, rich family: harm/crime/unjust/opponent/justice (G0091-G1341) -- a substantial semantic cluster directly relevant to Paul's own argument about justice/righteousness in Romans, a real and valuable finding for this letter specifically.",
Rom.9.14,197,89078,5,0,G3844,related_word,checked_empty,,,,0 related codes pulled.,
Rom.9.14,198,89079,6,0,G2316,related_word,resolved,,,,"Genuine, theologically rich family: without-God/goddess/divine/God-fighting/God-breathed (G0112-G2315) -- a real, significant cluster directly relevant to a study of divine-referring vocabulary specifically.",
Rom.9.14,199,89080,7,0,G3361,related_word,checked_empty,,,,0 related codes pulled.,
Rom.9.14,200,89080,7,0,G3361,idiom,resolved,Rom.9.14,8,,"me genoito ('by no means') is a fixed, well-known Pauline rhetorical idiom for emphatic denial, spanning positions 7-8 -- not a literal statement.",
