osisId,note_id,verse_lexical_id,source_position,source_code_ordinal,source_strong,note_type,resolution_status,target_verse,target_position,related_verse_lexical_ids,value_text,evidence_text
Prov.31.30,64,434416,2,1,H9009,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9009' at this pass's scope.,
Prov.31.30,65,434417,3,0,H1892,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H1892' at this pass's scope.,
Prov.31.30,66,434418,3,1,H9002,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9002' at this pass's scope.,
Prov.31.30,67,434419,4,0,H0802G,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H0802G' at this pass's scope.,
Prov.31.30,68,434420,5,0,H3373,connective,resolved,,,,"Adversative 'but' contrast: charm/beauty (deceitful/vain, positions 0-3) are set against the woman who fears the LORD (positions 4-7) -- the verse's own antithetical structure.",
Prov.31.30,69,434421,6,0,H3068G,inert,checked_empty,,,,"H3068G, gloss 'the LORD' -- party_kind=divine already carries this; no separate Layer-2 finding beyond the mechanical tag.",
Prov.31.30,70,434422,7,0,H1984B,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H1984B' at this pass's scope.,
Prov.31.30,71,434423,7,1,H1931,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H1931' at this pass's scope.,
Ps.94.22,47,415053,0,0,H3068G,entity_link,resolved,Ps.94.22,2,,"'the LORD' (position 0) and 'my God' (position 2) are the same referent, in synonymous parallelism -- both party_kind=divine, confirming the mechanical tag rather than adding a new fact.",
Ps.94.22,48,415054,0,1,H1961,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H1961' at this pass's scope.,
Ps.94.22,49,415055,1,0,H4869A,structural_pattern,resolved,,,"[415061, 415064]","'stronghold' / 'rock' / 'refuge' form a 3-term synonym cluster in poetic parallelism, all predicated of the same divine subject -- the verse's characteristic Hebrew poetic doubling (here tripling).",
Ps.94.22,50,415056,1,1,H9005,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9005' at this pass's scope.,
Ps.94.22,51,415057,1,2,H9005,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9005' at this pass's scope.,
Ps.94.22,52,415058,1,3,H9030,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9030' at this pass's scope.,
Ps.94.22,53,415059,2,0,H0430G,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H0430G' at this pass's scope.,
Ps.94.22,54,415060,2,1,H9002,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9002' at this pass's scope.,
Ps.94.22,55,415061,3,0,H6697H,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H6697H' at this pass's scope.,
Ps.94.22,56,415062,3,1,H9005,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9005' at this pass's scope.,
Ps.94.22,57,415063,3,2,H9020,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9020' at this pass's scope.,
Ps.94.22,58,415064,4,0,H4268,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H4268' at this pass's scope.,
Ps.94.22,59,415065,4,1,H9020,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9020' at this pass's scope.,
Eccl.5.14,4,883118,0,0,H1931,entity_link,resolved,Eccl.5.13,6,,"'and those [riches]' picks up the referent from the immediately preceding verse (Eccl.5.13's own 'riches') -- a genuine cross-verse resolution, the kind #1451's design names directly: read exactly one adjacent verse to confirm what could not be settled from the target verse alone.",
Eccl.5.14,5,883119,0,1,H9009,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9009' at this pass's scope.,
Eccl.5.14,6,883120,1,0,H6239,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H6239' at this pass's scope.,
Eccl.5.14,7,883121,1,1,H9009,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9009' at this pass's scope.,
Eccl.5.14,8,883122,2,0,H0006,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H0006' at this pass's scope.,
Eccl.5.14,9,883123,3,0,H7451A,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H7451A' at this pass's scope.,
Eccl.5.14,10,883124,4,0,H6045,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H6045' at this pass's scope.,
Eccl.5.14,11,883125,4,1,H9003,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9003' at this pass's scope.,
Eccl.5.14,12,883126,5,0,H3205,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3205' at this pass's scope.,
Eccl.5.14,13,883127,6,0,H1121A,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H1121A' at this pass's scope.,
Eccl.5.14,14,883128,7,0,H0369,inert,unresolved,,,,"'nothing in his hand' -- idiomatic for total loss, but confirming that specific idiomatic reading against a second source would need a targeted read beyond this pass's scope; left explicitly unresolved rather than asserted, per the design's own instruction (#1451 Q4).",
Eccl.5.14,15,883129,7,1,H9002,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9002' at this pass's scope.,
Eccl.5.14,16,883130,7,2,H3972,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3972' at this pass's scope.,
Eccl.5.14,17,883131,8,0,H9023,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9023' at this pass's scope.,
Eccl.5.14,18,883132,9,0,H3027G,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3027G' at this pass's scope.,
Eccl.5.14,19,883133,9,1,H9003,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9003' at this pass's scope.,
Isa.4.5,83,441866,0,0,H3068G,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3068G' at this pass's scope.,
Isa.4.5,84,441867,1,0,H1254A,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H1254A' at this pass's scope.,
Isa.4.5,85,441868,2,0,H5921A,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H5921A' at this pass's scope.,
Isa.4.5,86,441869,3,0,H3605,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3605' at this pass's scope.,
Isa.4.5,87,441870,4,0,H4349,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H4349' at this pass's scope.,
Isa.4.5,88,441871,5,0,H2022G,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H2022G' at this pass's scope.,
Isa.4.5,89,441872,6,0,H6726,entity_link,resolved,Isa.4.5,5,,"'Zion' (position 6) specifies which 'Mount' (position 5) -- a construct-chain identification, not two separate referents.",
Isa.4.5,90,441873,7,0,H5921A,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H5921A' at this pass's scope.,
Isa.4.5,91,441874,7,1,H9002,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9002' at this pass's scope.,
Isa.4.5,92,441875,8,0,H4744,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H4744' at this pass's scope.,
Isa.4.5,93,441876,9,0,H6051,structural_pattern,resolved,,,"[441879, 441881, 441884]","'cloud' / 'smoke' / 'shining' / 'fire' form a 4-term theophany-imagery cluster (day/night pairing: cloud+smoke by day, fire+shining by night) -- Sinai-pattern protective-presence imagery.",
Isa.4.5,94,441877,9,1,H9024,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9024' at this pass's scope.,
Isa.4.5,95,441878,10,0,H3119,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3119' at this pass's scope.,
Isa.4.5,96,441879,11,0,H6227,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H6227' at this pass's scope.,
Isa.4.5,97,441880,11,1,H9002,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9002' at this pass's scope.,
Isa.4.5,98,441881,12,0,H5051,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H5051' at this pass's scope.,
Isa.4.5,99,441882,12,1,H9002,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9002' at this pass's scope.,
Isa.4.5,100,441883,13,0,H3852,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3852' at this pass's scope.,
Isa.4.5,101,441884,14,0,H0784,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H0784' at this pass's scope.,
Isa.4.5,102,441885,15,0,H3915,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3915' at this pass's scope.,
Isa.4.5,103,441886,16,0,H3588A,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3588A' at this pass's scope.,
Isa.4.5,104,441887,17,0,H5921A,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H5921A' at this pass's scope.,
Isa.4.5,105,441888,18,0,H3605,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3605' at this pass's scope.,
Isa.4.5,106,441889,19,0,H3519,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H3519' at this pass's scope.,
Isa.4.5,107,441890,20,0,H2646,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H2646' at this pass's scope.,
Amos.8.4,108,526507,0,0,H8085G,inert,checked_empty,,,,"Imperative summons ('Hear'), standard prophetic-address opening -- no cross-verse or relational finding beyond its own function.",
Amos.8.4,109,526508,1,0,H2063,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H2063' at this pass's scope.,
Amos.8.4,110,526509,2,0,H7602B,structural_pattern,resolved,,,"[526511, 526512]",'trample on' / 'needy' / 'poor' form the indictment's own accusation cluster -- the verb and its two victim-terms named together as one social-justice charge.,
Amos.8.4,111,526510,2,1,H9009,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9009' at this pass's scope.,
Amos.8.4,112,526511,3,0,H0034,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H0034' at this pass's scope.,
Amos.8.4,113,526512,4,0,H6041,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H6041' at this pass's scope.,
Amos.8.4,114,526513,5,0,H0776G,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H0776G' at this pass's scope.,
Amos.8.4,115,526514,6,0,H7673A,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H7673A' at this pass's scope.,
Amos.8.4,116,526515,6,1,H9002,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9002' at this pass's scope.,
Amos.8.4,117,526516,6,2,H9005,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'H9005' at this pass's scope.,
Mark.11.21,72,833026,0,0,G2532,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G2532' at this pass's scope.,
Mark.11.21,73,833027,1,0,G4074G,entity_link,resolved,Mark.11.21,4,,"'him' (position 4, dative) refers to Jesus, the addressee of Peter's remark -- confirmed from the target verse's own grammar (a vocative 'Rabbi' immediately follows), no adjacent-verse read needed.",
Mark.11.21,74,833028,2,0,G0363,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G0363' at this pass's scope.,
Mark.11.21,75,833029,3,0,G3004G,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G3004G' at this pass's scope.,
Mark.11.21,76,833030,4,0,G0846,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G0846' at this pass's scope.,
Mark.11.21,77,833031,5,0,G4461,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G4461' at this pass's scope.,
Mark.11.21,78,833032,6,0,G2396,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G2396' at this pass's scope.,
Mark.11.21,79,833033,7,0,G4808,entity_link,resolved,Mark.11.13,4,,"'fig tree' (G4808) is the same tree Jesus approached in Mark.11.13 -- same strong code, same referent, confirmed by a targeted read of the earlier verse, exactly the kind of on-demand adjacent-verse check #1451's design describes (read only what's needed, not the whole intervening passage). NOT cross_lemma_shared_gloss -- that note_type is for two DIFFERENT lemmas sharing a sense, not the same code recurring.",
Mark.11.21,80,833034,8,0,G3739,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G3739' at this pass's scope.,
Mark.11.21,81,833035,9,0,G2672,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G2672' at this pass's scope.,
Mark.11.21,82,833036,10,0,G3583,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G3583' at this pass's scope.,
Rom.9.14,38,89073,0,0,G5101,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G5101' at this pass's scope.,
Rom.9.14,39,89074,1,0,G4483,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G4483' at this pass's scope.,
Rom.9.14,40,89075,2,0,G3767,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G3767' at this pass's scope.,
Rom.9.14,41,89076,3,0,G3361,connective,resolved,,,,"Greek me genoito construction ('by no means!') -- the negator here (position 3) is part of a fixed rhetorical-denial idiom together with position 7's negator and position 8's verb, not an independent negation of a separate clause.",
Rom.9.14,42,89077,4,0,G0093,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G0093' at this pass's scope.,
Rom.9.14,43,89078,5,0,G3844,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G3844' at this pass's scope.,
Rom.9.14,44,89079,6,0,G2316,inert,checked_empty,,,,"theos, gloss 'God' -- party_kind=divine already carries this; no separate Layer-2 finding beyond the mechanical tag.",
Rom.9.14,45,89080,7,0,G3361,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G3361' at this pass's scope.,
Rom.9.14,46,89081,8,0,G1096,inert,checked_empty,,,,No relational finding beyond the mechanical Layer-1 read for 'G1096' at this pass's scope.,
