stepGloss,surface,role,cluster_code,short_name,cluster_subgroup_code,question_code,strong,text,id,meaning_source,obs_text,question_text
idle,careless,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.3,G0692,"I tell you, on the day of judgment people will give account for every careless word they speak,",209,strong_meaning_tree+lsj+mounce,"Semantic range spans: (1) literal physical idleness/unemployment (Matt 20:6, standing idle in the marketplace), (2) morally-loaded 'careless' speech implying culpable inattention rather than mere inactivity (Matt 12:36), (3) metaphorical spiritual unfruitfulness/ineffectiveness paired with ἄκαρπος (2 Pet 1:8). LSJ also documents financial idleness (money 'lying idle, yielding no return') and agricultural fallowness, showing the term's economic/productivity register carried into its NT moral use.","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
idle,idle,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.3,G0692,"And about the eleventh hour he went out and found others standing. And he said to them, ‘ Why do you stand here idle all day?’",209,strong_meaning_tree+lsj+mounce,"Semantic range spans: (1) literal physical idleness/unemployment (Matt 20:6, standing idle in the marketplace), (2) morally-loaded 'careless' speech implying culpable inattention rather than mere inactivity (Matt 12:36), (3) metaphorical spiritual unfruitfulness/ineffectiveness paired with ἄκαρπος (2 Pet 1:8). LSJ also documents financial idleness (money 'lying idle, yielding no return') and agricultural fallowness, showing the term's economic/productivity register carried into its NT moral use.","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
idle,ineffective,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.5,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",210,strong_meaning_tree+lsj+mounce,"The structural opposite within this cluster's own vocabulary is σπουδή/σπουδαίως (G4710/G4709), denoting earnestness, zeal, diligent effort -- the positive filling of the void ἀργός names.","Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
idle,idle,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.6,G0692,"And about the eleventh hour he went out and found others standing. And he said to them, ‘ Why do you stand here idle all day?’",211,strong_meaning_tree+lsj+mounce,"No distinct person-type noun (e.g., 'idler') is attested among these occurrences; ἀργός itself functions substantivally when applied to persons (Matt 20:6, 'idle men'), but no separate agent-noun is present in this cluster's vocabulary set.","Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
idle,ineffective,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.7,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",212,strong_meaning_tree+lsj+mounce,"None. No supplication/seeking term for idleness/diligence appears among ἀργός's own occurrences; the cluster's positive counterpart σπουδή is described as an inward quality/exertion, not something requested from another.","Does the vocabulary include a supplication or seeking term — one for the act of seeking this characteristic from another? Record it, or none."
idle,ineffective,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.8,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",213,strong_meaning_tree+lsj+mounce,"As this is an NT-only term in these occurrences without an OT Hebrew counterpart supplied, the vocabulary shows a purely Greek moral-philosophical development: classical Greek used ἀργός mainly for physical/economic idleness (fallow land, unworked money), while its NT use extends the term to moral and spiritual unfruitfulness (careless words, ineffective faith), a semantic broadening rather than displacement.",What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
idle,ineffective,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.9,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",214,strong_meaning_tree+lsj+mounce,"None. ἀργός is a well-attested classical Greek term (from Homer onward per LSJ), not a NT-period coinage; its NT usage develops existing sense rather than introducing a new word.","Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
idle,ineffective,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.10,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",215,strong_meaning_tree+lsj+mounce,"The full arc runs from concrete physical/economic non-work (fallow land, idle money, unemployed persons standing in the marketplace) through morally-charged idle speech (careless words that will be judged) to a metaphorical extension describing spiritual unproductiveness (ineffective/unfruitful in the knowledge of Christ). The range consistently centers on absence of expected productive output across physical, verbal, and spiritual domains.",What does the full vocabulary arc show about the characteristic's complete semantic range?
idle,careless,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.10,G0692,"I tell you, on the day of judgment people will give account for every careless word they speak,",215,strong_meaning_tree+lsj+mounce,"The full arc runs from concrete physical/economic non-work (fallow land, idle money, unemployed persons standing in the marketplace) through morally-charged idle speech (careless words that will be judged) to a metaphorical extension describing spiritual unproductiveness (ineffective/unfruitful in the knowledge of Christ). The range consistently centers on absence of expected productive output across physical, verbal, and spiritual domains.",What does the full vocabulary arc show about the characteristic's complete semantic range?
idle,idle,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.10,G0692,"And about the eleventh hour he went out and found others standing. And he said to them, ‘ Why do you stand here idle all day?’",215,strong_meaning_tree+lsj+mounce,"The full arc runs from concrete physical/economic non-work (fallow land, idle money, unemployed persons standing in the marketplace) through morally-charged idle speech (careless words that will be judged) to a metaphorical extension describing spiritual unproductiveness (ineffective/unfruitful in the knowledge of Christ). The range consistently centers on absence of expected productive output across physical, verbal, and spiritual domains.",What does the full vocabulary arc show about the characteristic's complete semantic range?
idle,ineffective,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.11,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",216,strong_meaning_tree+lsj+mounce,"In 2Pet.1.8 ἀργός shifts from its base 'idle/unemployed' gloss to a metaphorical 'ineffective' sense applied to spiritual qualities, paired with ἄκαρπος ('unfruitful') -- the nuance here is qualitative barrenness of Christian character rather than literal non-labor. In Matt.12.36 the shift is toward 'careless/thoughtless' applied to speech -- not mere silence but reckless, unweighed utterance that incurs judgment, a moral-culpability nuance absent from the base 'idle' sense. In Matt.20.6 the term sits squarely within its base literal sense (physically standing idle, unemployed) with no notable shift.","Where this occurrence's surface form/contextual sense diverges from the base lemma's general stepGloss, what nuance is that divergence carrying in THIS context, what is its impact here, and how does it compare against the word's other occurrences? Record none if this occurrence sits squarely within the base gloss with no notable shift."
idle,careless,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.5.11,G0692,"I tell you, on the day of judgment people will give account for every careless word they speak,",216,strong_meaning_tree+lsj+mounce,"In 2Pet.1.8 ἀργός shifts from its base 'idle/unemployed' gloss to a metaphorical 'ineffective' sense applied to spiritual qualities, paired with ἄκαρπος ('unfruitful') -- the nuance here is qualitative barrenness of Christian character rather than literal non-labor. In Matt.12.36 the shift is toward 'careless/thoughtless' applied to speech -- not mere silence but reckless, unweighed utterance that incurs judgment, a moral-culpability nuance absent from the base 'idle' sense. In Matt.20.6 the term sits squarely within its base literal sense (physically standing idle, unemployed) with no notable shift.","Where this occurrence's surface form/contextual sense diverges from the base lemma's general stepGloss, what nuance is that divergence carrying in THIS context, what is its impact here, and how does it compare against the word's other occurrences? Record none if this occurrence sits squarely within the base gloss with no notable shift."
idle,ineffective,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.6.5,G0692,"For if these qualities are yours and are increasing, they keep you from being ineffective or unfruitful in the knowledge of our Lord Jesus Christ.",217,strong_meaning_tree+lsj+mounce,"In 2Pet.1.8, ἀργός/ἄκαρπος (M67) modifies the state of the believer's relation to M15 (knowledge/ἐπίγνωσις) -- the diligence-cluster term functions as the negative condition that increasing virtues (qualities named in v.5-7) are said to prevent, making M67 the hinge describing failure-mode outcome relative to M15's positive content.",What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse? Build on whatever earlier cluster-passes over this SAME verse already found (given as prior context) -- do not re-derive or duplicate their findings; the focus shifts to what THIS characteristic's own vantage point adds. Record none if no other M-code characteristic is present.
idle,careless,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.6.5,G0692,"I tell you, on the day of judgment people will give account for every careless word they speak,",218,strong_meaning_tree+lsj+mounce,"In Matt.12.36, ἀργός (careless, M67) qualifies λόγος (M65, word/account) which stands under M26 (judgment/κρίσις) -- M67 here names the moral quality of the speech-object that will be judged, linking the diligence characteristic to both the word/speech-content cluster and the judgment cluster in a single accountability chain.",What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse? Build on whatever earlier cluster-passes over this SAME verse already found (given as prior context) -- do not re-derive or duplicate their findings; the focus shifts to what THIS characteristic's own vantage point adds. Record none if no other M-code characteristic is present.
idle,idle,"[""M67"", ""T2""]",M67,Sloth & Diligence,,M0.6.5,G0692,"And about the eleventh hour he went out and found others standing. And he said to them, ‘ Why do you stand here idle all day?’",219,strong_meaning_tree+lsj+mounce,"Matt.20.6 contains no other M-code characteristic alongside ἀργός; the word functions in its own literal, non-metaphorical sense describing unemployed laborers.",What role does this characteristic play in relation to the OTHER M-code characteristics present in this verse? Build on whatever earlier cluster-passes over this SAME verse already found (given as prior context) -- do not re-derive or duplicate their findings; the focus shifts to what THIS characteristic's own vantage point adds. Record none if no other M-code characteristic is present.
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.1.1,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",220,strong_meaning_tree+lsj+mounce,"The characteristic is named from σπουδή (earnestness/diligence/zeal), the positive pole of the M67 cluster. The name signals energetic, focused application -- effort applied with urgency, whether physical haste or moral/spiritual earnestness.","What is the characteristic called in the programme, and what does the name signal about its essential nature?"
diligence,haste,"[""M67""]",M67,Sloth & Diligence,,M0.1.1,G4710,"And she came in immediately with haste to the king and asked, saying, “I want you to give me at once the head of John the Baptist on a platter.”",220,strong_meaning_tree+lsj+mounce,"The characteristic is named from σπουδή (earnestness/diligence/zeal), the positive pole of the M67 cluster. The name signals energetic, focused application -- effort applied with urgency, whether physical haste or moral/spiritual earnestness.","What is the characteristic called in the programme, and what does the name signal about its essential nature?"
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.1.1,G4710,"I say this not as a command, but to prove by the earnestness of others that your love also is genuine.",220,strong_meaning_tree+lsj+mounce,"The characteristic is named from σπουδή (earnestness/diligence/zeal), the positive pole of the M67 cluster. The name signals energetic, focused application -- effort applied with urgency, whether physical haste or moral/spiritual earnestness.","What is the characteristic called in the programme, and what does the name signal about its essential nature?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.1.2,G4710,"Do not be slothful in zeal, be fervent in spirit, serve the Lord.",221,strong_meaning_tree+lsj+mounce,"σπουδή derives from σπεύδω ('to hasten'). LSJ shows the primary sense as physical 'haste, speed', extending to 'zeal, pains, trouble, effort' and 'earnestness' as a serious, engaged disposition contrasted with playfulness (παιδιά). Mounce/tree agree: haste, diligence, enthusiasm, zeal.",What do the primary Hebrew and Greek terms show at the definitional level?
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.1.3,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",222,strong_meaning_tree+lsj+mounce,"The term carries a directional implication of movement toward a goal with urgency -- it names both the manner (swiftly) and the intensity (wholeheartedly) of an action or disposition, and functions relationally as evidence offered to others (2 Cor 7:11-12, 8:7-8) of inward sincerity.","What directional, relational, or constitutional implication does the name carry?"
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.1,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",223,strong_meaning_tree+lsj+mounce,"Primary Greek term σπουδή, from σπεύδω 'to hasten'. Root meaning: hurried, urgent exertion, extending to earnest zeal and diligence. No Hebrew equivalent supplied in this cluster's data.","What are the primary Hebrew and Greek terms for this characteristic, and what do their root meanings show?"
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",224,strong_meaning_tree+lsj+mounce,"σπουδή occurs here only as a noun (N-ASF, N-GSF, N-ASF, N-DSF across occurrences), naming a quality or state rather than the act itself; the related adverb σπουδαίως (G4709) supplies the manner-of-action form, showing the characteristic operates both as a describable quality possessed and as a manner in which action is carried out.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,haste,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"And she came in immediately with haste to the king and asked, saying, “I want you to give me at once the head of John the Baptist on a platter.”",224,strong_meaning_tree+lsj+mounce,"σπουδή occurs here only as a noun (N-ASF, N-GSF, N-ASF, N-DSF across occurrences), naming a quality or state rather than the act itself; the related adverb σπουδαίως (G4709) supplies the manner-of-action form, showing the characteristic operates both as a describable quality possessed and as a manner in which action is carried out.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"I say this not as a command, but to prove by the earnestness of others that your love also is genuine.",224,strong_meaning_tree+lsj+mounce,"σπουδή occurs here only as a noun (N-ASF, N-GSF, N-ASF, N-DSF across occurrences), naming a quality or state rather than the act itself; the related adverb σπουδαίως (G4709) supplies the manner-of-action form, showing the characteristic operates both as a describable quality possessed and as a manner in which action is carried out.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"Do not be slothful in zeal, be fervent in spirit, serve the Lord.",224,strong_meaning_tree+lsj+mounce,"σπουδή occurs here only as a noun (N-ASF, N-GSF, N-ASF, N-DSF across occurrences), naming a quality or state rather than the act itself; the related adverb σπουδαίως (G4709) supplies the manner-of-action form, showing the characteristic operates both as a describable quality possessed and as a manner in which action is carried out.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"So although I wrote to you, it was not for the sake of the one who did the wrong, nor for the sake of the one who suffered the wrong, but in order that your earnestness for us might be revealed to you in the sight of God.",224,strong_meaning_tree+lsj+mounce,"σπουδή occurs here only as a noun (N-ASF, N-GSF, N-ASF, N-DSF across occurrences), naming a quality or state rather than the act itself; the related adverb σπουδαίως (G4709) supplies the manner-of-action form, showing the characteristic operates both as a describable quality possessed and as a manner in which action is carried out.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.2,G4710,"But as you excel in everything —in faith, in speech, in knowledge, in all earnestness, and in our love for you — see that you excel in this act of grace also.",224,strong_meaning_tree+lsj+mounce,"σπουδή occurs here only as a noun (N-ASF, N-GSF, N-ASF, N-DSF across occurrences), naming a quality or state rather than the act itself; the related adverb σπουδαίως (G4709) supplies the manner-of-action form, showing the characteristic operates both as a describable quality possessed and as a manner in which action is carried out.","What is the grammatical range of the primary term (noun, verb, adjective, participle), and what does that range show about how the characteristic operates?"
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.3,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",225,strong_meaning_tree+lsj+mounce,"Semantic range spans literal physical haste/speed (Mark 6:25, 'with haste' to the king), zeal as attentive/earnest effort in relationships and undertakings (Rom 12:11, 'not lagging in zeal'), and a demonstrable, quasi-evidentiary sense -- earnestness that others can observe and that functions as proof of genuine character (2 Cor 7:11-12, 8:7-8, where σπουδή is offered as evidence of repentance and love alongside other virtues).","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
diligence,haste,"[""M67""]",M67,Sloth & Diligence,,M0.5.3,G4710,"And she came in immediately with haste to the king and asked, saying, “I want you to give me at once the head of John the Baptist on a platter.”",225,strong_meaning_tree+lsj+mounce,"Semantic range spans literal physical haste/speed (Mark 6:25, 'with haste' to the king), zeal as attentive/earnest effort in relationships and undertakings (Rom 12:11, 'not lagging in zeal'), and a demonstrable, quasi-evidentiary sense -- earnestness that others can observe and that functions as proof of genuine character (2 Cor 7:11-12, 8:7-8, where σπουδή is offered as evidence of repentance and love alongside other virtues).","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.3,G4710,"Do not be slothful in zeal, be fervent in spirit, serve the Lord.",225,strong_meaning_tree+lsj+mounce,"Semantic range spans literal physical haste/speed (Mark 6:25, 'with haste' to the king), zeal as attentive/earnest effort in relationships and undertakings (Rom 12:11, 'not lagging in zeal'), and a demonstrable, quasi-evidentiary sense -- earnestness that others can observe and that functions as proof of genuine character (2 Cor 7:11-12, 8:7-8, where σπουδή is offered as evidence of repentance and love alongside other virtues).","What is the semantic range of the primary term — across what breadth of meaning does it operate, including any idiomatic, analogical, or otherwise implied meaning carried by its use in combination with other terms?"
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.5,G4710,"Do not be slothful in zeal, be fervent in spirit, serve the Lord.",226,strong_meaning_tree+lsj+mounce,"The structural opposites within this cluster's own vocabulary are ἀργός (G0692, idle/ineffective) and ὀκνηρός (G3636, slothful/reluctant) -- both name the deficiency or absence that σπουδή positively fills.","Does the vocabulary include a term for the structural opposite or absence of this characteristic? Record it, or none."
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.6,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",227,strong_meaning_tree+lsj+mounce,None distinct within this occurrence set; no separate agent-noun ('the zealous one') is attested among the given strongs for this cluster.,"Does the vocabulary include a person-type term — one for the person who habitually possesses or exercises this characteristic? Record it, or none."
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.8,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",228,strong_meaning_tree+lsj+mounce,"No Hebrew counterpart is supplied for this cluster's data; the term's development is intra-Greek, moving from classical usage denoting physical haste and zealous effort/political partisanship (LSJ) to a specifically Christian ethical usage in the NT epistles as a virtue demonstrating sincerity of repentance and love.",What does the relationship between the OT Hebrew and NT Greek vocabulary show about continuity or development of the characteristic across the Testaments?
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.9,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",229,strong_meaning_tree+lsj+mounce,"None. σπουδή is a well-established classical term (attested from Herodotus onward per LSJ), not coined in the NT period.","Is there a term newly coined in the NT period for this characteristic; if so, what does the coinage show? Record it, or none."
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G4710,"For see what earnestness this godly grief has produced in you, but also what eagerness to clear yourselves, what indignation, what fear, what longing, what zeal, what punishment! At every point you have proved yourselves innocent in the matter.",230,strong_meaning_tree+lsj+mounce,"The full arc moves from concrete physical haste/speed, through general zealous exertion and attentiveness (including political/partisan zeal in classical usage), to an ethical-relational sense in the NT epistles where earnestness becomes visible proof of sincere character (repentance, love, generosity) offered for others to observe and judge.",What does the full vocabulary arc show about the characteristic's complete semantic range?
diligence,haste,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G4710,"And she came in immediately with haste to the king and asked, saying, “I want you to give me at once the head of John the Baptist on a platter.”",230,strong_meaning_tree+lsj+mounce,"The full arc moves from concrete physical haste/speed, through general zealous exertion and attentiveness (including political/partisan zeal in classical usage), to an ethical-relational sense in the NT epistles where earnestness becomes visible proof of sincere character (repentance, love, generosity) offered for others to observe and judge.",What does the full vocabulary arc show about the characteristic's complete semantic range?
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G4710,"I say this not as a command, but to prove by the earnestness of others that your love also is genuine.",230,strong_meaning_tree+lsj+mounce,"The full arc moves from concrete physical haste/speed, through general zealous exertion and attentiveness (including political/partisan zeal in classical usage), to an ethical-relational sense in the NT epistles where earnestness becomes visible proof of sincere character (repentance, love, generosity) offered for others to observe and judge.",What does the full vocabulary arc show about the characteristic's complete semantic range?
diligence,zeal,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G4710,"Do not be slothful in zeal, be fervent in spirit, serve the Lord.",230,strong_meaning_tree+lsj+mounce,"The full arc moves from concrete physical haste/speed, through general zealous exertion and attentiveness (including political/partisan zeal in classical usage), to an ethical-relational sense in the NT epistles where earnestness becomes visible proof of sincere character (repentance, love, generosity) offered for others to observe and judge.",What does the full vocabulary arc show about the characteristic's complete semantic range?
diligence,earnestness,"[""M67""]",M67,Sloth & Diligence,,M0.5.10,G4710,"So although I wrote to you, it was not for the sake of the one who did the wrong, nor for the sake of the one who suffered the wrong, but in order that your earnestness for us might be revealed to you in the sight of God.",230,strong_meaning_tree+lsj+mounce,"The full arc moves from concrete physical haste/speed, through general zealous exertion and attentiveness (including political/partisan zeal in classical usage), to an ethical-relational sense in the NT epistles where earnestness becomes visible proof of sincere character (repentance, love, generosity) offered for others to observe and judge.",What does the full vocabulary arc show about the characteristic's complete semantic range?
