type,key,file,line,category,file_type,currency,snippet
word,anger,Sessions-v2/M01-Fear/Analysis/WA-m01-c4-terror-v1.1-2026-06-17.md,17,cluster,other,current,"`immediate_response` (6) and the verses behind it show terror issuing in **paralysis**: *still as a stone* (Exo 15:16), pressure *heavy* (Job 33:7), being *held* on ""the day of the anger of the Lord"" "
word,anger,Sessions-v2/M01-Fear/Analysis/WA-m01-c5-trembling-v1.1-2026-06-17.md,23,cluster,other,current,"The strong **Hiphil** (25) and `divine_involvement` agent (16) converge: trembling is frequently **caused**, characteristically by God's action — the Lord rising up, **roaring like a lion** (Hos 11:10"
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,48,cluster,other,current,"| Psa 55:3 | because of the noise of the enemy , because of the oppression of the wicked . For they drop trouble upon me, and in anger they bear a grudge against me . |"
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,268,cluster,other,current,| Pro 20:2 | The terror of a king is like the growling of a lion ; whoever provokes him to anger forfeits his life . |
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,401,cluster,other,current,"| Heb 11:27 | By faith he left Egypt , not being afraid of the anger of the king , for he endured as seeing him who is invisible . |"
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,504,cluster,other,current,"| Lam 2:22 | You summoned as if to a festival day my terrors on every side , and on the day of the anger of the Lord no one escaped or survived ; those whom I held and raise |"
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,794,cluster,other,current,"| Deu 9:19 | For I was afraid of the anger and hot displeasure that the Lord bore against you, so that he was ready to destroy you. But the Lord listened to me that time als |"
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,892,cluster,other,current,"| Psa 90:11 | Who considers the power of your anger , and your wrath according to the fear of you? |"
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,981,cluster,other,current,| Psa 90:7 | For we are brought to an end by your anger ; by your wrath we are dismayed . |
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,985,cluster,other,current,"| Ecc 7:9 | Be not quick in your spirit to become angry , for anger lodges in the heart of fools . |"
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,1057,cluster,other,current,"| Jer 49:37 | I will terrify Elam before their enemies and before those who seek their life . I will bring disaster upon them, my fierce anger , declares the Lord . I will se |"
word,anger,Sessions-v2/M01-Fear/Analysis/wa-cluster-M01-v3_2-L1-run-v1-20260608.md,1391,cluster,other,current,"| Psa 76:7 | But you , you are to be feared ! Who can stand before you when once your anger is roused ? |"
word,anger,Sessions-v2/M01-Fear/Data/wa-cluster-M01-prose-extract-v1-20260605.md,323,cluster,other,current,"| — | cluster_synthesis | The cluster ends where: (1) other characteristics begin — grief (M03), guilt/shame (M10), anger (M02) all share adjacency with fear but are analytically distinct; (2) the cha"
word,anger,Sessions-v2/M01-Fear/Data/wa-cluster-M01-prose-extract-v1-20260605.md,1233,cluster,other,current,"| M01-D | finding | M01-D shows God producing dismay as judicial action: Psa 2:5 (God's wrath producing dismay in rebel kings); Jer 49:37 (anchor D-VCG-02: ""God will terrify Elam before their enemies,"
word,anger,Sessions-v2/M01-Fear/Data/wa-cluster-M01-prose-extract-v1-20260605.md,1800,cluster,other,current,"| M01-A | finding | M01-A's primary terms (ya.re, yir.ah, pa.chad, fobeō, fobos) are shared with M01-B, C, D, E, F, G — these terms span the entire cluster. Within the programme more broadly: (1) **fo"
word,anger,Sessions-v2/M01-Fear/Data/wa-cluster-M01-prose-extract-v1-20260605.md,2519,cluster,other,current,"- _Anchor verse_ — **Jer 49:37**: Jer 49:37 I will terrify Elam before their enemies and before those who seek their life . I will bring disaster upon them, my fierce anger , declares the Lord . I wil"
word,anger,Sessions-v2/M01-Fear/Data/wa-cluster-M01-prose-extract-v1-20260605.md,2669,cluster,other,current,"- _Anchor verse_ — **2Cor 12:20**: 2Cor 12:20 For I fear that perhaps when I come I may find you not as I wish , and that you may find me not as you wish — that perhaps there may be quarreling , jealo"
word,anger,Sessions-v2/M01-Fear/Data/wa-cluster-M01-prose-extract-v1-20260605.md,2758,cluster,other,current,"- _Anchor verse_ — **Psa 55:3**: Psa 55:3 because of the noise of the enemy , because of the oppression of the wicked . For they drop trouble upon me, and in anger they bear a grudge against me ."
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-NEW-merged-bytier-v1-20260619.md,1533,cluster,other,current,"- **Cross-cluster:** fear sits at a **busy junction** of the inner-being landscape — bordered by **shame** (the disgrace that accompanies collapse), **its foils** (peace/rest/trust/courage), the **mor"
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-NEW-merged-bytier-v1-20260619.md,1719,cluster,other,current,"| X11 | **Fear borders anger/wrath** (chemah, orgē, ""hot displeasure"") — esp. fear of God's wrath | c1,c2,c3,c7 | 9 | **M02 Anger** |"
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-NEW-merged-bytier-v1-20260619.md,1725,cluster,other,current,"**Recommendation on the TBD codes (X1, X4, X8, X10):** the peace/rest foil (X1) and the trust/faith antonym (X4/X8) are the **two most weighted cross-cluster relationships** and currently lack a confi"
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-OLD-dbexport-bytier-v1-20260619.md,332,cluster,other,current,"- **[consolidated — whole cluster]** The cluster ends where: (1) other characteristics begin — grief (M03), guilt/shame (M10), anger (M02) all share adjacency with fear but are analytically distinct; "
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-OLD-dbexport-bytier-v1-20260619.md,1157,cluster,other,current,"- **[M01-D · Dismay and Inner Collapse]** M01-D shows God producing dismay as judicial action: Psa 2:5 (God's wrath producing dismay in rebel kings); Jer 49:37 (anchor D-VCG-02: ""God will terrify Elam"
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-OLD-dbexport-bytier-v1-20260619.md,1629,cluster,other,current,"- **[M01-A · Reverential Fear / Fear of God as Governing Orientation]** M01-A's primary terms (ya.re, yir.ah, pa.chad, fobeō, fobos) are shared with M01-B, C, D, E, F, G — these terms span the entire "
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-t6-v1_0-2026-06-18.md,17,cluster,other,current,"> - **Cross-cluster partner co-terms (gloss-based, indicative):** peace/rest 46 · **shame (M07) 41** · **righteousness (M26) 39** · trust/security 25 · **wisdom (M15) 22** · **sin (M10) 21** · **love "
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-t6-v1_0-2026-06-18.md,40,cluster,other,current,"- **Cross-cluster:** fear sits at a **busy junction** of the inner-being landscape — bordered by **shame** (the disgrace that accompanies collapse), **its foils** (peace/rest/trust/courage), the **mor"
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-t6-v1_0-2026-06-18.md,194,cluster,other,current,"| X11 | **Fear borders anger/wrath** (chemah, orgē, ""hot displeasure"") — esp. fear of God's wrath | c1,c2,c3,c7 | 9 | **M02 Anger** |"
word,anger,Sessions-v2/M01-Fear/findings/WA-m01-findings-t6-v1_0-2026-06-18.md,200,cluster,other,current,"**Recommendation on the TBD codes (X1, X4, X8, X10):** the peace/rest foil (X1) and the trust/faith antonym (X4/X8) are the **two most weighted cross-cluster relationships** and currently lack a confi"
word,anger,Sessions-v2/M01-Fear/findings/wa-obslog-m01-findings-build-v1-20260618.md,156,cluster,other,current,"**Cross-cluster register (15 obs, suggested clusters):** X1 peace/rest foil (46, code TBD) · X2 shame M07 (41) · X3 righteousness M26 (39) · X4 trust/security (25, TBD) · X5 wisdom M15 (22) · X6 sin M"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,2,cluster,other,current,### A study of anger and its kindred in the inner life of Scripture
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,4,cluster,other,current,- **File:** wa-m02-anger-essay-v1-20260620.md · **Date:** 2026-06-20 · **Version:** v1 · **Type:** Cluster essay (general reader)
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,7,cluster,other,current,"Anger is the most morally divided of the inner states. The same Scriptures that warn ""a man of wrath stirs up strife"" and command ""put away… all anger"" also record, without apology, that the LORD's an"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,9,cluster,other,current,"This study follows anger across seven related forms. Three of them are, at root, the *same* heat seen under different relations: **human anger**, the kindled, burning fury that rises in a person; **di"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,11,cluster,other,current,## The divine pattern: anger as a likeness to God
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,13,cluster,other,current,"Nothing distinguishes the Bible's account of anger from a merely human psychology so sharply as this: anger, in several of its forms, is first of all a thing of *God*. Wrath is borne by God himself — "
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,15,cluster,other,current,This yields the deepest single result of the whole study: the capacity for kindled moral response is a point of genuine *likeness to God*. The same vocabulary that names God's wrath names a human ange
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,17,cluster,other,current,"The moral grading follows the bearer and the direction. Divine wrath, divine jealousy, and divine indignation belong to holy design and have no fallen form — what is fallen is the sin they answer. Hum"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,21,cluster,other,current,"The family runs on two different bodies of language, and the difference is structural. A single **burning-heat vocabulary** — the words for *fury*, *kindling*, *burning anger* — supplies three of the "
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,23,cluster,other,current,"As inner realities, most of these are *states* rather than acts — conditions a person is in more than things a person does — with two telling exceptions. Provoking to anger is inherently an *act*, a t"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,25,cluster,other,current,"Each form, too, has its named opposite, and the opposites map the moral landscape. Against hot anger stand slowness to anger and the soft answer: ""A soft answer turns away wrath"" (Pro 15:1). Against d"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,31,cluster,other,current,"Where these affects *come from* is as varied as the family itself. Most are generated within the person; God's wrath, jealousy, and indignation are intrinsic to him; provoked anger arises from the pro"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,37,cluster,other,current,"These are, first and most, affairs of **feeling** — high-arousal emotion dominates five of the seven (human anger, divine wrath, provoking, jealousy, indignation). The two outliers prove the rule: str"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,39,cluster,other,current,"What the family most clearly engages, after feeling, is the **will**. Anger is placed squarely under command — ""Refrain from anger, and forsake wrath"" (Psa 37:8); envy is forbidden — ""Let not your hea"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,43,cluster,other,current,"Every relational direction is filled. *From God toward people* come his wrath (Exo 22:24), his jealousy both for his people and against their unfaithfulness (Zec 1:14; Deu 29:20), his indignation (Isa"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,45,cluster,other,current,"The basis on which God extends these affects is consistently *covenantal and responsive*: his wrath and indignation answer sin or covenant-breach and can be relented upon repentance — ""when God saw… h"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,51,cluster,other,current,"The clearest thing the formative evidence shows is the family's *lifecycle*. A **provocation** arouses an **affect** — anger, wrath, jealousy, or the cooler indignation; the affect is then borne right"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,55,cluster,other,current,"The family's members are bound together by cause and effect. Provoking is *causally first* — it arouses the inner affects (Deu 32:16, 21; Psa 78:58–59). The affects in turn *produce* strife as their d"
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,59,cluster,other,current,"Set beside the human sciences, much of this family is well-mapped. The study of emotion illuminates human anger; moral psychology, the dynamics of provocation and indignation; social and evolutionary "
word,anger,Sessions-v2/M02-Anger/essays/wa-m02-anger-essay-v1-20260620.md,63,cluster,other,current,"Anger, across the breadth of Scripture, is a single architecture of heat seen under three relations — kindled in a person, borne by God, aroused in another — together with four kindred states: the pos"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,3,cluster,other,current,"> Source: the 7 per-characteristic tier analyses in `Sessions-v2/M02-Anger/findings/` (latest version each), authored 2026-06-19 on the 126-question current catalogue (7-characteristic c1–c7 model). M"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,6,cluster,other,current,- C1 — Human kindled / burning anger: wa-m02-c1-human-anger-tieranalysis-v1_1-20260619.md
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,8,cluster,other,current,- C3 — Provoking to anger: wa-m02-c3-provoking-to-anger-tieranalysis-v1_1-20260619.md
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,19,cluster,other,current,"- **[C1 — Human kindled / burning anger]** In the C1 set the characteristic is borne by the human person, not God; the divine role resolves to NONE in 227 of 228 occurrences. The single God-relation i"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,21,cluster,other,current,"- **[C2 — Divine wrath]** Predicated of God directly: the wrath is God's, with God as **possessor** (""the wrath of the LORD,"" Exo 15:7; Num 32:14; Deu 29:23) or **agent** (""the LORD's anger was kindle"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,23,cluster,other,current,"- **[C3 — Provoking to anger]** Relation to God: in the dominant strand God is the **object** provoked — ""they provoked him to anger with their high places"" (1Ki 14:9; Deu 4:25; Jer 25:6–7). God is no"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,27,cluster,other,current,"- **[C5 — Indignation]** Relation to God: God is frequently the **possessor/agent** of indignation — ""his wrath and indignation"" (Psa 78:49); ""the rod of my anger... the staff of my indignation"" (Isa "
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,35,cluster,other,current,- **[C1 — Human kindled / burning anger]** Across C1 the characteristic is borne by the creature (human): Gen 4:5 (Cain); Gen 30:2 (Jacob); 1Sa 20:30 (Saul); Jon 4:1 (Jonah). Divine bearing of the sam
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,37,cluster,other,current,- **[C2 — Divine wrath]** Across C2 the characteristic is **borne by God himself** throughout (possessor/agent in 144 of 145). *Interpretation:* that the same vocabulary borne by the creature (C1) is 
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,39,cluster,other,current,"- **[C3 — Provoking to anger]** Across C3 God appears chiefly as the **provoked party** (object, 60 occ), not the bearer. *Interpretation:* the characteristic names the human capacity to **arouse ange"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,55,cluster,other,current,- **[C1 — Human kindled / burning anger]** Stated effects in-verse: anger **stirs up strife / contention** (Pro 15:18; Pro 29:22); a harsh word **stirs up** anger while a soft answer turns it away (Pr
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,57,cluster,other,current,"- **[C2 — Divine wrath]** Stated purpose/effect: God's wrath **consumes/destroys** the guilty (Num 16:46 plague; Deu 9:19–20; Isa 34:2 ""devoted them to destruction""), **executes covenant judgment** (D"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,59,cluster,other,current,"- **[C3 — Provoking to anger]** Stated purpose/effect: provoking God **brings down wrath/judgment** (""to provoke me to anger... I will set my face against,"" Eze 8:17–18 context; ""provoked the LORD... "
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,63,cluster,other,current,"- **[C5 — Indignation]** Stated purpose/effect: God's indignation **executes judgment** — ""let your burning anger / indignation overtake them"" (Psa 69:24); it is the ""staff"" by which God strikes (Isa "
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,65,cluster,other,current,"- **[C6 — Strife / quarrel]** Stated purpose/effect: human strife **divides and harms** — herdsmen's strife forces separation (Gen 13:7–9); ""pressing anger produces strife"" (Pro 30:33); strife of the "
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,71,cluster,other,current,"- **[C1 — Human kindled / burning anger]** The evidence leans toward the **fallen condition**: anger linked to murder (Gen 4:5–8), to strife and transgression (Pro 29:22), to folly (Ecc 7:9). But the "
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,75,cluster,other,current,"- **[C3 — Provoking to anger]** The provoke-God strand belongs to the **fallen condition** (idolatry, rebellion — Deu 4:25; 31:29 ""do evil... provoking him to anger""); the ""stir up to good"" strand bel"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,87,cluster,other,current,"- **[C1 — Human kindled / burning anger]** For human anger as such, no orientation toward future fullness is stated. The ""wrath to come"" (Mat 3:7; Luk 3:7; Rom 5:9; Rev 6:16) is divine wrath received-"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,91,cluster,other,current,"- **[C3 — Provoking to anger]** Future-fullness orientation: in the positive strand, ""provoke to jealousy"" is oriented toward Israel's future **salvation** (Rom 10:19; cf. 11:11 context — provoking to"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,103,cluster,other,current,"- **[C1 — Human kindled / burning anger]** Where anger engages moral evaluation (Mar 3:5; the master's wrath at the unforgiving servant, Mat 18:34), the aspect of likeness instantiated is **moral resp"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,105,cluster,other,current,"- **[C2 — Divine wrath]** Aspect of divine likeness it grounds in the person: **righteous moral response to evil** — where human anger engages true moral evaluation (C1, Mar 3:5) it images this divine"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,107,cluster,other,current,- **[C3 — Provoking to anger]** Divine-likeness aspect: the redeemed capacity to **rouse another toward good** (Heb 10:24) images God's own rousing of His people; the negative capacity images nothing 
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,119,cluster,other,current,"- **[C1 — Human kindled / burning anger]** Shared between God and the person: the affect and its core vocabulary (cheˈmah, chaˈrah, orgē) are borne by both (C1 here; C2 for God). It is not an exclusiv"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,123,cluster,other,current,- **[C3 — Provoking to anger]** Shared/creaturely: the *act* of provoking is creaturely (a person provokes); what is aroused (anger) is shared with God (C2). The capacity to influence another's affect
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,135,cluster,other,current,"- **[C1 — Human kindled / burning anger]** The verses tie unregulated anger to folly and sin (Pro 29:22 ""a man of wrath stirs up strife""; Ecc 7:9 anger resting in the fool's bosom) and restraint to wi"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,139,cluster,other,current,"- **[C3 — Provoking to anger]** Where a person habitually provokes God, it indicates a **rebellious covenant condition** (Deu 31:29; 2Ki 17:11 ""did wicked things, provoking the LORD""); where a person "
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,141,cluster,other,current,"- **[C4 — Jealousy / zeal]** Where right jealousy/zeal is present it indicates **covenant loyalty** (Phinehas, Num 25:11–13; Elijah, 1Ki 19:10); where envy is present it indicates a **disordered, rott"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,151,cluster,other,current,- **[C1 — Human kindled / burning anger]** Human anger is carried in narrative and wisdom forms with no typological use in the C1 set; the typological/eschatological register attaches to divine wrath 
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,155,cluster,other,current,"- **[C3 — Provoking to anger]** Typological use: ""provoke to jealousy"" is used **redemptive-historically** — the Gentiles' inclusion to provoke Israel to jealousy unto salvation (Rom 10:19), pointing "
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,178,cluster,other,current,"- **[C1 — Human kindled / burning anger]** In the programme the characteristic is **Human kindled / burning anger**. The name signals a hot, kindled inner affect — its essential nature is thermal arou"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,182,cluster,other,current,"- **[C3 — Provoking to anger]** Programme name: **Provoking to anger**. The name signals a **causative, relational act** — arousing anger in another; essential nature is elicitation, not the affect it"
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,194,cluster,other,current,"- **[C1 — Human kindled / burning anger]** The primary terms show: cheˈmah = heat/rage (root sense ""to be hot""); chaˈrah = to burn / be kindled (Gen 4:5–6); orgē = settled wrath (Mat 3:7); qaˈtsaph = "
word,anger,Sessions-v2/M02-Anger/findings/WA-m02-findings-NEW-merged-bytier-v1-20260619.md,196,cluster,other,current,"- **[C2 — Divine wrath]** Primary terms: cheˈmah (heat/fury), chaˈron ""burning anger"" (the most God-specific term, Exo 15:7; Num 25:4), chaˈrah (kindled, Exo 22:24), qeˈtseph (wrath/overflow), orgē (N"
