type,key,file,line,category,file_type,currency,snippet
strong,H2734,Sessions-v2/M02-Anger/wa-cluster-M02-dir-001-readfield-fix-v1-20260619.md,36,cluster,other,current,| Job 42:7 | H2734 | cha.rah | sinful | neutral |
strong,H2734,Sessions-v2/M02-Anger/wa-cluster-M02-dir-001-readfield-fix-v1-20260619.md,38,cluster,other,current,"**Authoritative criterion** (supersedes the list if they differ): every M02 focus occurrence whose term is a burning-heat divine-wrath lemma (che.mah H2534, cha.rah H2734, cha.ron H2740, qa.tsaph H710"
strong,H2734,Sessions-v2/M02-Anger/wa-cluster-M02-dir-001-readfield-fix-v1-20260619.md,44,cluster,other,current,| Exo 4:14 | H2734 | cha.rah | NONE | agent |
strong,H2734,Sessions-v2/M02-Anger/wa-cluster-M02-dir-001-readfield-fix-v1-20260619.md,45,cluster,other,current,| 2Ki 13:3 | H2734 | cha.rah | NONE | agent |
strong,H2734,Sessions-v2/M07-Shame/findings/wa-m07-char-j-innocence-antonym-v1_0-20260621.md,45,cluster,other,current,- how: burns (H2734)
strong,H2734,Sessions-v2/M07-Shame/findings/wa-m07-char-j-innocence-antonym-v1_0-20260621.md,115,cluster,other,current,- how: burns (H2734)
strong,H2734,Sessions-v2/M07-Shame/findings/wa-m07-char-j-innocence-antonym-v2_0-20260621.md,54,cluster,other,current,- how: burns (H2734)
strong,H2734,Sessions-v2/M07-Shame/findings/wa-m07-char-j-innocence-antonym-v2_0-20260621.md,124,cluster,other,current,- how: burns (H2734)
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-unit-19-transgression-boundary-crossing-v1-20260623.md,75,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVqw3ms · stem=Qal · target=“angry”
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-unit-20-faithlessness-v1-20260623.md,153,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVqw3ms · stem=Qal · target=“burned”
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-unit-21-perversion-inner-inversion-v1-20260623.md,130,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVqw3ms · stem=Qal · target=“kindled”
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-unit-22-injustice-v1-20260623.md,327,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVtj2ms · stem=Hithpael · target=“Fret”
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-unit-23-wickedness-person-identity-v1-20260623.md,199,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVqw3ms · stem=Qal · target=“kindled”
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-unit-23-wickedness-person-identity-v1-20260623.md,1896,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVtj2ms · stem=Hithpael · target=“Fret”
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-unit-27-iniquity-active-scheming-v1-20260623.md,90,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVqw3ms · stem=Qal · target=“kindled”
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-units-11to14-sin-noun-family-v1-20260623.md,137,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVqw3ms · stem=Qal · target=“angry”
strong,H2734,Sessions-v2/M10-Sin/findings/wa-m10-units-17-18-avon-family-v1-20260623.md,766,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVqw3ms · stem=Qal · target=“angry”
strong,H2734,Sessions-v2/M11-Repentance/findings/wa-m11-unit-04-repentance-turning-v1-20260623.md,152,cluster,other,current,- **cha.rah (H2734)** — to be incensed  [Hebrew · M02]  morph=HVqw3ms · stem=Qal · target=“angry”
strong,H2734,Sessions/Session_A/STEP Extracts/term_H2534.md,93,session,other,cross-reference,| H2734 | to be incensed | OWNER | extracted | 3 |
strong,H2734,Sessions/Session_A/STEP Extracts/term_H2534.md,215,session,other,cross-reference,- **H2734** (to be incensed):
strong,H2734,Sessions/Session_A/STEP Extracts/term_H2534.md,311,session,other,cross-reference,| H2734 | to be incensed | XREF | extracted | 3 |
strong,H2734,Sessions/Session_A/STEP Extracts/term_H2534.md,398,session,other,cross-reference,- **H2734** (to be incensed):
strong,H2734,Sessions/Session_A/STEP Extracts/term_H2734.md,1,session,other,cross-reference,# Term Exploration: H2734 -- to be incensed
strong,H2734,Sessions/Session_A/STEP Extracts/term_H2734.md,45,session,other,cross-reference,- Verses for H2734 in this registry: 88
strong,H2734,Sessions/Session_A/STEP Extracts/term_H2734.md,276,session,other,cross-reference,- Verses for H2734 in this registry: 0
strong,H2734,Sessions/Session_A/STEP Extracts/term_H2734.md,692,session,other,cross-reference,- Verses for H2734 in this registry: 0
strong,H2734,Sessions/Session_A/terms/wa-004-anger-G3948-session_a-20260426.md,234,session,other,cross-reference,| `H2734` | cha.rah | to be incensed | Hebrew |
strong,H2734,Sessions/Session_A/terms/wa-004-anger-G3948-session_a-20260426.md,235,session,other,cross-reference,| `H2734` | cha.rah | to be incensed | Hebrew |
strong,H2734,Sessions/Session_A/terms/wa-004-anger-G3948-session_a-20260426.md,236,session,other,cross-reference,| `H2734` | cha.rah | to be incensed | Hebrew |
strong,H2734,Sessions/Session_B/02_Verse_Context_logs/WA-SessionLog-VerseContextStage1-v1-20260403.md,152,session,other,cross-reference,"Tested with H2734 (charah) — showed OWNER in anger, XREF in distress and wrath, with 340 sibling terms across those 3 registries."
strong,H2734,Sessions/Session_B/02_Verse_Context_logs/WA-VCB-001-PatchConstruction-20260330.md,93,session,other,cross-reference,"| 79 H0639G aph | Gen 4:5 | Gen 30:2 | Gen 4:5 assigned to H2734/H5307K, not H0639G |"
strong,H2734,Sessions/Session_B/02_Verse_Context_logs/WA-VCB-001-SessionLog-RegistryB-20260330.md,72,session,other,cross-reference,"Pending: H0639G aph (212 verses), H2534 che.mah (115 verses), H2734 cha.rah (88 verses), H2740 cha.ron (40 verses), H3707 ka.as (52 verses), H7107 qa.tsaph (32 verses), H7110A qe.tseph (28 verses), H7"
strong,H2734,Sessions/Session_B/02_Verse_Context_logs/WA-VCB-001-SessionLog-RegistryB-20260330.md,118,session,other,cross-reference,"1. Complete registry 004 — 8 large-corpus terms (H0639G, H2534, H2734, H2740, H3707, H7107, H7110A, H7264)"
strong,H2734,Sessions/Session_B/02_Verse_Context_logs/WA-VCB-001-SessionLog-RegistryC-20260330.md,27,session,other,cross-reference,| 139 | H2734 cha.rah | 88 | ~87 | 3 | Gen 4:5–6; Exo 32:10; Psa 37:8 |
strong,H2734,Sessions/Session_B/02_Verse_Context_logs/wa-vcb-discovery-filter-drift-v1-20260404.md,160,session,other,cross-reference,"**(C) Anger registry re-run** — given that the anger registry is the confirmed affected case with a completed Session B, a targeted re-inspection of the set-aside populations for the anger registry's "
strong,H2734,Sessions/Session_B/07_Analysis_Readiness_Status/wa-068-grace-correlation-data-review-20260410.md,50,session,other,cross-reference,"- **anger (4):** H2740, H2734, H8474"
strong,H2734,Sessions/Session_C/Session_C_Words/wa-reg004-anger-cc-directive-v1-2026-04-10.md,15,session,other,cross-reference,"- **Reg 004 (anger):** Hebrew חרה family — H2734 cha.rah, H2740 cha.ron, H8474 ta.cha.rah. Root: Hebrew חרה (charah — to burn, be angry/incensed). Records not enriched: root_gloss=None, root_language="
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v1-20260515.md,609,session,other,cross-reference,| 65134 | 1554 | 2Sa 22:8 | H7264 ra.gaz | UT |  |  | H2734 cha.rah (to be incensed) [angry]; H7264 ra.gaz (to tremble) [trembled] | 2Sa 22:8 “Then the earth reeled and rocked ; the foundations of the
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v1-20260515.md,657,session,other,cross-reference,| 65112 | 1552 | 2Ch 25:10 | H2750 cho.ri | G | 1552-001 |  | H0639G aph (face: anger) [angry]; H2734 cha.rah (to be incensed) [became]; H2750 cho.ri (burning) [fierce] | 2Ch 25:10 Then Amaziah discha
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v1-20260515.md,771,session,other,cross-reference,| 65163 | 1554 | Psa 18:7 | H7264 ra.gaz | UT |  |  | H2734 cha.rah (to be incensed) [angry]; H7264 ra.gaz (to tremble) [trembled] | Psa 18:7 Then the earth reeled and rocked ; the foundations also of
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v1-20260515.md,962,session,other,cross-reference,| 65152 | 1554 | Isa 5:25 | H7264 ra.gaz | UT |  |  | H3808 lo (not) [not]; H3605 kol (all) [all]; H5750 od (still) [still]; H0639G aph (face: anger) [anger]; H2734 cha.rah (to be incensed) [kindled];
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v1-20260515.md,3873,session,other,cross-reference,1. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v1-20260515.md,3877,session,other,cross-reference,5. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v1-20260515.md,3881,session,other,cross-reference,9. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v2-20260515.md,681,session,other,cross-reference,"| 65134 | 1554 | 2Sa 22:8 | H7264 ra.gaz | SA |  | ra.gaz meaning cosmic/physical trembling of heavenly foundations during theophany, not human inner fear or terror — outside M01 inner-being scope. | "
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v2-20260515.md,729,session,other,cross-reference,| 65112 | 1552 | 2Ch 25:10 | H2750 cho.ri | G | 1552-001 |  | H0639G aph (face: anger) [angry]; H2734 cha.rah (to be incensed) [became]; H2750 cho.ri (burning) [fierce] | 2Ch 25:10 Then Amaziah discha
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v2-20260515.md,843,session,other,cross-reference,"| 65163 | 1554 | Psa 18:7 | H7264 ra.gaz | SA |  | ra.gaz meaning cosmic/physical trembling of mountain foundations in theophany, not human inner-being fear — outside M01 inner-being scope. | H2734 ch"
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v2-20260515.md,1034,session,other,cross-reference,"| 65152 | 1554 | Isa 5:25 | H7264 ra.gaz | SA |  | ra.gaz meaning physical quaking of mountains as cosmic sign of divine wrath, not inner human fear — outside M01 inner-being scope. | H3808 lo (not) ["
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v2-20260515.md,3945,session,other,cross-reference,1. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v2-20260515.md,3949,session,other,cross-reference,5. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v2-20260515.md,3953,session,other,cross-reference,9. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v3-20260515.md,681,session,other,cross-reference,"| 65134 | 1554 | 2Sa 22:8 | H7264 ra.gaz | SA |  | ra.gaz meaning cosmic/physical trembling of heavenly foundations during theophany, not human inner fear or terror — outside M01 inner-being scope. | "
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v3-20260515.md,729,session,other,cross-reference,| 65112 | 1552 | 2Ch 25:10 | H2750 cho.ri | G | 1552-001 |  | H0639G aph (face: anger) [angry]; H2734 cha.rah (to be incensed) [became]; H2750 cho.ri (burning) [fierce] | 2Ch 25:10 Then Amaziah discha
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v3-20260515.md,843,session,other,cross-reference,"| 65163 | 1554 | Psa 18:7 | H7264 ra.gaz | SA |  | ra.gaz meaning cosmic/physical trembling of mountain foundations in theophany, not human inner-being fear — outside M01 inner-being scope. | H2734 ch"
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v3-20260515.md,1034,session,other,cross-reference,"| 65152 | 1554 | Isa 5:25 | H7264 ra.gaz | SA |  | ra.gaz meaning physical quaking of mountains as cosmic sign of divine wrath, not inner human fear — outside M01 inner-being scope. | H3808 lo (not) ["
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v3-20260515.md,3945,session,other,cross-reference,1. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v3-20260515.md,3949,session,other,cross-reference,5. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v3-20260515.md,3953,session,other,cross-reference,9. H2734 cha.rah → to be incensed
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v4-20260515.md,631,session,other,cross-reference,"| 65134 | 1554 | 2Sa 22:8 | H7264 ra.gaz | SA |  | ra.gaz meaning cosmic/physical trembling of heavenly foundations during theophany, not human inner fear or terror — outside M01 inner-being scope. | "
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v4-20260515.md,788,session,other,cross-reference,"| 65163 | 1554 | Psa 18:7 | H7264 ra.gaz | SA |  | ra.gaz meaning cosmic/physical trembling of mountain foundations in theophany, not human inner-being fear — outside M01 inner-being scope. | H2734 ch"
strong,H2734,Sessions/Session_Clusters/M01/wa-cluster-M01-comprehensive-v4-20260515.md,972,session,other,cross-reference,"| 65152 | 1554 | Isa 5:25 | H7264 ra.gaz | SA |  | ra.gaz meaning physical quaking of mountains as cosmic sign of divine wrath, not inner human fear — outside M01 inner-being scope. | H3808 lo (not) ["
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-appa-input-v1-20260517.md,70,session,other,cross-reference,| H2734 | H | cha.rah | to be incensed | anger |
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-appb-input-v1-20260517.md,42,session,other,cross-reference,| Burning Rage and Inner Heat | God's burning inner heat directed against Israel's persistent covenant violation… | Num 25:3 | H2734 | cha.rah | Num 25:3 So Israel yoked himself to Baal of Peor . And 
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-appb-input-v1-20260517.md,44,session,other,cross-reference,"| Burning Rage and Inner Heat | Anger in human persons as an inner force erupting outward — driving speech, phys… | Exo 32:19 | H2734 | cha.rah | Exo 32:19 And as soon as he came near the camp and saw"
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-appb-input-v1-20260517.md,50,session,other,cross-reference,"| Burning Rage and Inner Heat | Anger in human persons as a morally calibrated response to injustice, theologica… | Neh 5:6 | H2734 | cha.rah | Neh 5:6 I was very angry when I heard their outcry and t"
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch2-input-v1-20260517.md,116,session,other,cross-reference,**Num 25:3** (H2734 cha.rah) [M02-B-VCG-01]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch2-input-v1-20260517.md,124,session,other,cross-reference,**Exo 32:19** (H2734 cha.rah) [M02-B-VCG-02]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch2-input-v1-20260517.md,148,session,other,cross-reference,**Neh 5:6** (H2734 cha.rah) [M02-B-VCG-04]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch4-input-v1-20260517.md,292,session,other,cross-reference,**Num 25:3** (H2734 cha.rah) [M02-B-VCG-01]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch4-input-v1-20260517.md,300,session,other,cross-reference,**Exo 32:19** (H2734 cha.rah) [M02-B-VCG-02]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch4-input-v1-20260517.md,324,session,other,cross-reference,**Neh 5:6** (H2734 cha.rah) [M02-B-VCG-04]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch5-input-v1-20260517.md,290,session,other,cross-reference,**Num 25:3** (H2734 cha.rah) [M02-B-VCG-01]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch5-input-v1-20260517.md,298,session,other,cross-reference,**Exo 32:19** (H2734 cha.rah) [M02-B-VCG-02]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch5-input-v1-20260517.md,322,session,other,cross-reference,**Neh 5:6** (H2734 cha.rah) [M02-B-VCG-04]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch6-input-v1-20260517.md,140,session,other,cross-reference,**Num 25:3** (H2734 cha.rah) [M02-B-VCG-01]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch6-input-v1-20260517.md,148,session,other,cross-reference,**Exo 32:19** (H2734 cha.rah) [M02-B-VCG-02]
strong,H2734,Sessions/Session_Clusters/M02/inputs/wa-cluster-M02-ch6-input-v1-20260517.md,172,session,other,cross-reference,**Neh 5:6** (H2734 cha.rah) [M02-B-VCG-04]
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-UT-verse-review-api-v1-20260516.md,18,session,other,cross-reference,| H2734 | cha.rah | to be incensed | 67 | 66 | 1 | 0 |
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-consolidated-findings-v1-20260516-part4-T5-T7.md,404,session,other,cross-reference,E — Primary Hebrew: *cha.rah* (H2734) — root meaning to burn/kindle; reveals anger as inner heat that ignites. *che.mah* (H2534) — related to heat; the noun of the burning interior state. *cha.ron* (H
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-consolidated-findings-v1-20260516-part4-T5-T7.md,411,session,other,cross-reference,E — The cluster shows a comprehensive grammatical range. *Cha.rah* (H2734) and *qa.tsaph* (H7107) and *qa.na* (H7065) are verbs — naming the anger-event as an active occurrence. *Che.mah* (H2534) and 
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-consolidated-findings-v1-20260516-part4-T5-T7.md,425,session,other,cross-reference,"E — Yes, clearly: (1) Disposition vs act: *orgilos* (G3711, adjective) names the dispositional anger-susceptibility; *orgizō* (G3710, verb) names the act of the anger-event. (2) Burning-heat vs judici"
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-constitution-v1-20260516.md,626,session,other,cross-reference,### H2734 cha.rah — to be incensed (Hebrew; mti_id=139)
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-constitution-v2-20260516.md,583,session,other,cross-reference,### H2734 cha.rah — to be incensed (Hebrew; mti_id=139)
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-debate-v1-20260516.md,202,session,other,cross-reference,### H2734 cha.rah — to be incensed (Hebrew; mti_id=139)
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-debate-v1-20260516.md,379,session,other,cross-reference,| H2734 | cha.rah | STAYS | — |
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-detail-v1-20260505.md,29,session,other,cross-reference,| ⚠ | H2734 | H | cha.rah | to be incensed | OWNER | R004 anger | C07 | 88 | 21 | 0 | 0 | 0 | 67 | 24% | 0 | 2 | 2 | 0 | 5 | 1 | 19 | 2 |
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-detail-v1-20260505.md,83,session,other,cross-reference,### H2734 cha.rah — to be incensed
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-detail-v2-20260506.md,29,session,other,cross-reference,| ⚠ | H2734 | H | cha.rah | to be incensed | OWNER | R004 anger | C07 | 88 | 21 | 0 | 0 | 0 | 67 | 24% | 0 | 2 | 2 | 0 | 5 | 1 | 19 | 2 |
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-detail-v2-20260506.md,83,session,other,cross-reference,### H2734 cha.rah — to be incensed
strong,H2734,Sessions/Session_Clusters/M02/wa-cluster-M02-detail-v3-20260507.md,29,session,other,cross-reference,| ⚠ | H2734 | H | cha.rah | to be incensed | OWNER | R004 anger | C07 | 88 | 21 | 0 | 0 | 0 | 67 | 24% | 0 | 2 | 2 | 0 | 5 | 1 | 19 | 2 |
