type,key,file,line,category,file_type,currency,snippet
gloss,compassion,Sessions-v2/M04-Joy/findings/wa-m04-char-rejoicing-gladness-v1_2-20260620.md,494,cluster,other,current,| Isa 49:13 | gil_verb (exult) | action | other (addressed) | situation | righteous |  | the Lord comforting his people and having compassion on his afflicted |
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,2,cluster,other,archived,"### A study of love, compassion, kindness, comfort, gentleness, and friendship in the inner life of Scripture"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,9,cluster,other,archived,"Six forms make up the family, and they are not synonyms but a structured field. **Love** is the affective centre and the generative root — the bonding affection itself, which commits a person toward t"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,13,cluster,other,archived,"The first and most important thing to say about this family is that it is, overwhelmingly, God's own. Five of the six are predicated directly of God himself. Love is not merely something God does; it "
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,17,cluster,other,archived,"A moral asymmetry runs through the six as well. Most of them are restored, commanded goods — gentleness and kindness are named together as the fruit the Spirit grows (Gal 5:22–23). But love and friend"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,21,cluster,other,archived,"The family runs along an axis from the *enacted* to the *borne*. At the active end stands comfort, which is the most enacted of all — far more an action than a state, the deed of coming alongside some"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,23,cluster,other,archived,"Each form is best defined against its opposite, and the opposites are exact. Love's contrary is hatred; compassion's is cruelty; gentleness stands against harshness, violence, and contention; friendsh"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,27,cluster,other,archived,"This family yields a clear map of the inner person, and the striking thing is how *widely* it ranges across that inner geography. Love alone is seated in the whole inner being at once. When Jesus name"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,29,cluster,other,archived,"The body enters this family at just two points, and meaningfully. Compassion *originates* in the body — the yearning of the inward parts is where mercy is born. And love *expresses* itself through the"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,35,cluster,other,archived,"Four of the six are led by *feeling*. Love is feeling at its fullest, engaging the whole inner person. Friendship is a purely felt bond, warmth between persons and little else. But the two mercy-faces"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,37,cluster,other,archived,"Two of the six stand apart, and each is a small revelation. *Gentleness never engages feeling at all.* Of all six it is the one governed purely by the mind — a settled, deliberate restraint rather tha"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,45,cluster,other,archived,"The second rule is *scope beyond reciprocity*. Five of the six cross every natural and social boundary. Love reaches the neighbour and then, astonishingly, the enemy — ""But love your enemies, and do g"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,49,cluster,other,archived,"These six are not formed one at a time; Scripture grows them *together*, as the single renewed character of a person remade by God. The same verse that names compassion names kindness, humility, meekn"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,51,cluster,other,archived,"Where they differ is in how each meets *suffering*, and here the evidence gives a clean gradient. Compassion *arises from* the sight of suffering — affliction seen is what stirs it. Comfort *answers* "
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,55,cluster,other,archived,"Set side by side, the six prove to be tightly interlocked, and their internal map is precise. Love's nearest neighbour is friendship, and the line between them is exact: love is the affection or act g"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,57,cluster,other,archived,"Above this map stands one plain conclusion: *love is the generative centre*, and the others are its specifications. Scripture says so directly. Love does not merely accompany kindness; it *contains* i"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v1-20260620.md,67,cluster,other,archived,"Across the breadth of Scripture, this is the inner being's capacity for bonded, faithful, other-directed life — and it is one region with six members, sorted most precisely by the inner powers each en"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,2,cluster,other,archived,"### A study of love, compassion, kindness, comfort, gentleness, and friendship in the inner life of Scripture"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,9,cluster,other,archived,"The six are not synonyms but a structured field, and the most precise way to tell them apart is by the inner powers each one sets to work. **Love** is the affective centre and generative root — the bo"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,21,cluster,other,archived,## Compassion — mercy felt
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,23,cluster,other,archived,"Compassion is the visceral, other-regarding stirring at another's plight that moves a person to spare and relieve. More than any other affection in this study, it is felt in the body. The Hebrew for i"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,27,cluster,other,archived,"Yet compassion carries a feature that sets it apart from all its kindred: it is the one affection Scripture sometimes commands to be *withheld*. Mercy is owed widely — to the weak, the needy, even the"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,31,cluster,other,archived,"If compassion is mercy *felt*, steadfast kindness is mercy *kept*. It is the settled, loyal benevolence that does good and keeps faith over time — love made durable. Where compassion is a stirring, th"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,33,cluster,other,archived,"Alone among these six, steadfast kindness engages the conscience. It is bound up with integrity, the loyalty of a person whose inward witness is clean — ""the aim of our charge is love that issues from"
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,39,cluster,other,archived,"Comfort carries two notes in one act. It consoles, soothing grief; but the same coming-alongside also *summons* — it appeals, exhorts, and builds up. ""I appeal to you, brothers… that all of you agree"""
gloss,compassion,Sessions-v2/M05-Love/essays/archive/wa-m05-love-essay-v2-20260620.md,55,cluster,other,archived,"Six members, then, of one region of the inner life — the capacity for bonded, faithful, other-directed life — and they are told apart most precisely by the inner powers each engages. Love is the whole"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-essay-rebuild-proposal-v1-20260620.md,29,cluster,other,current,| Lens | Love | Compassion | Kindness | Comfort | Gentleness | Friendship |
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-essay-rebuild-proposal-v1-20260620.md,78,cluster,other,current,"2. On your sign-off, build Compassion → Friendship the same way."
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,2,cluster,other,current,"### A study of love, compassion, kindness, comfort, gentleness, and friendship in the inner life of Scripture"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,9,cluster,other,current,"The six are not synonyms but a structured field, and the most precise way to tell them apart is by the inner powers each one sets to work. **Love** is the affective centre and generative root — the bo"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,23,cluster,other,current,## Compassion — mercy felt
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,25,cluster,other,current,"Compassion is the visceral, other-regarding stirring at another's plight that moves a person to spare and relieve. More than any other affection in this study, it is felt in the body. The Hebrew for i"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,29,cluster,other,current,"Yet compassion carries a feature that sets it apart from all its kindred: it is the one affection Scripture sometimes commands to be *withheld*. Mercy is owed widely — to the weak, the needy, even the"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,33,cluster,other,current,"If compassion is mercy *felt*, steadfast kindness is mercy *kept*. It is the settled, loyal benevolence that does good and keeps faith over time — love made durable. Where compassion is a stirring, th"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,35,cluster,other,current,"Alone among these six, steadfast kindness engages the conscience. It is bound up with integrity, the loyalty of a person whose inward witness is clean — ""the aim of our charge is love that issues from"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,41,cluster,other,current,"Comfort carries two notes in one act. It consoles, soothing grief; but the same coming-alongside also *summons* — it appeals, exhorts, and builds up. ""I appeal to you, brothers… that all of you agree"""
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-essay-v3-20260620.md,57,cluster,other,current,"Six members, then, of one region of the inner life — the capacity for bonded, faithful, other-directed life — and they are told apart most precisely by the inner powers each engages. Love is the whole"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-interactions-essay-v1-20260620.md,7,cluster,other,current,"Most of the inner life can be studied one state at a time — fear on its own, anger on its own, grief, joy, shame. Love cannot. It is the one inner disposition that will not stay in its own corner, bec"
gloss,compassion,Sessions-v2/M05-Love/essays/wa-m05-love-interactions-essay-v1-20260620.md,31,cluster,other,current,"Toward the painful inner states — grief and shame — love neither drives them out nor merely restrains them. It *comes in*, shares them, and lifts the one who suffers. This is the work of compassion an"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-a-love-v1_0-20260620.md,4,cluster,other,current,"- **Cluster:** M05 — ""Love, Compassion and Kindness""  ·  **Characteristic:** A (of six: **A Love** · B Compassion · C Kindness · D Comfort · E Gentleness · F Friendship)"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-a-love-v1_0-20260620.md,931,cluster,other,current,"> Luk 15:20 And he arose and came to his father . But while he was still a long way off , his father saw him and felt compassion , and ran and embraced him and kissed him ."
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-a-tier-answers-v1_0-20260620.md,4,cluster,other,current,"- **Cluster:** M05 — ""Love, Compassion and Kindness"" · **Characteristic:** A — Love / Affectionate Attachment"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,1,cluster,other,current,# M05 Characteristic B — Compassion / Mercy / Pity
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,3,cluster,other,current,- **Filename:** wa-m05-b-compassion-v1_0-20260620.md  ·  **Version:** v1_0  ·  **Date:** 2026-06-20
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,4,cluster,other,current,"- **Cluster:** M05 — ""Love, Compassion and Kindness""  ·  **Characteristic:** B (of six: A Love · **B Compassion** · C Kindness · D Comfort · E Gentleness · F Friendship)"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,16,cluster,other,current,"Compassion is the cluster's **visceral, other-regarding response to another's plight** — the inward stirring, often seated in the womb or bowels, that moves a person to spare, pity, show mercy, or giv"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,18,cluster,other,current,"The band gathers: Hebrew **racham / rachamim / rachum / rachamani** (H7355 / H7356 / H7349 / H7362) ""to have compassion / compassion / compassionate"", cognate with *rechem*, the womb; **chus** (H2347,"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,24,cluster,other,current,| ra.cham | H7355 | Hebrew | to have compassion | 43 | affect | action | righteous |
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,25,cluster,other,current,| ra.cha.mim | H7356B | Hebrew | compassion | 39 | affect | status | righteous |
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,33,cluster,other,current,| oiktirmos | G3628 | Greek | compassion | 5 | affect | status | righteous |
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,36,cluster,other,current,| chem.lah | H2551 | Hebrew | compassion | 2 | affect | status | righteous |
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,41,cluster,other,current,| ra.cha.min | H7359 | Aramaic | compassion | 1 | affect | status | neutral |
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,42,cluster,other,current,| mach.mal | H4263 | Hebrew | compassion | 1 | affect | status | neutral |
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,45,cluster,other,current,| oikteirō | G3627 | Greek | to have compassion | 1 | affect | action | righteous |
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,58,cluster,other,current,- **contextual sense** (present 257/257): mercy 93 · compassion 41 · pity 33 · merciful 18 · spare 15 · alms 8 · mercies 7 · spared 5 · compassionate 4 · pitied 3 · needy 3 · sympathy 2 · concern 2 · 
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,65,cluster,other,current,"### ra.cham (H7355, Hebrew) — “to have compassion” — 43 occ"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,67,cluster,other,current,**1Ki 8:50** — sense=compassion · faculty=affect · type=action · valence=righteous · experiencer=other · object_type=person · divine_involvement=agent · object=them
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,68,cluster,other,current,"> 1Ki 8:50 and forgive your people who have sinned against you, and all their transgressions that they have committed against you, and grant them compassion in the sight of those who carried them capt"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,70,cluster,other,current,**2Ki 13:23** — sense=compassion · faculty=affect · type=action · experiencer=other · object_type=person · divine_involvement=agent · object=covenant
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,71,cluster,other,current,"> 2Ki 13:23 But the Lord was gracious to them and had compassion on them, and he turned toward them, because of his covenant with Abraham , Isaac , and Jacob , and would not destroy them, nor has he c"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,73,cluster,other,current,**Deu 13:17** — sense=compassion · faculty=affect · type=action · valence=righteous · experiencer=other · divine_involvement=agent
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,74,cluster,other,current,"> Deu 13:17 None of the devoted things shall stick to your hand , that the Lord may turn from the fierceness of his anger and show you mercy and have compassion on you and multiply you, as he swore to"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,109,cluster,other,current,**Isa 14:1** — sense=compassion · faculty=affect · type=action · valence=righteous · experiencer=other · object_type=person · divine_involvement=agent · object=Jacob
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,110,cluster,other,current,"> Isa 14:1 For the Lord will have compassion on Jacob and will again choose Israel , and will set them in their own land , and sojourners will join them and will attach themselves to the house of Jaco"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,112,cluster,other,current,**Isa 27:11** — sense=compassion · faculty=affect · type=action · valence=neutral · experiencer=other
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,113,cluster,other,current,"> Isa 27:11 When its boughs are dry , they are broken ; women come and make a fire of them. For this is a people without discernment ; therefore he who made them will not have compassion on them; he w"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,121,cluster,other,current,**Isa 49:13** — sense=compassion · faculty=affect · type=action · valence=righteous · experiencer=other · divine_involvement=agent
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,122,cluster,other,current,"> Isa 49:13 Sing for joy , O heavens , and exult , O earth ; break forth , O mountains , into singing ! For the Lord has comforted his people and will have compassion on his afflicted ."
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,124,cluster,other,current,**Isa 49:15** — sense=compassion · faculty=affect · type=action · valence=righteous · object_type=person · object=son · relational=no
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,125,cluster,other,current,"> Isa 49:15 “Can a woman forget her nursing child , that she should have no compassion on the son of her womb ? Even these may forget , yet I will not forget you ."
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,127,cluster,other,current,**Isa 54:10** — sense=compassion · faculty=affect · type=action · valence=neutral · divine_involvement=agent
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,128,cluster,other,current,"> Isa 54:10 For the mountains may depart and the hills be removed , but my steadfast love shall not depart from you, and my covenant of peace shall not be removed ,” says the Lord , who has compassion"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,130,cluster,other,current,**Isa 54:8** — sense=compassion · faculty=affect · type=action · valence=neutral · experiencer=self · object_type=God · divine_involvement=agent · object=Lord
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,131,cluster,other,current,"> Isa 54:8 In overflowing anger for a moment I hid my face from you, but with everlasting love I will have compassion on you,” says the Lord , your Redeemer ."
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,133,cluster,other,current,**Isa 55:7** — sense=compassion · faculty=affect · type=action · valence=righteous · experiencer=other · object_type=God · divine_involvement=agent · cause=the wicked returning to the Lord · object=Go
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,134,cluster,other,current,"> Isa 55:7 let the wicked forsake his way , and the unrighteous man his thoughts ; let him return to the Lord , that he may have compassion on him, and to our God , for he will abundantly pardon ."
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,139,cluster,other,current,**Isa 9:17** — sense=compassion · faculty=affect · type=action · experiencer=other · object_type=person · divine_involvement=agent · object=fatherless
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,140,cluster,other,current,"> Isa 9:17 Therefore the Lord does not rejoice over their young men , and has no compassion on their fatherless and widows ; for everyone is godless and an evildoer , and every mouth speaks folly . Fo"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,142,cluster,other,current,**Jer 12:15** — sense=compassion · faculty=affect · type=action · valence=neutral · experiencer=self · object_type=person · divine_involvement=agent · object=each
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,143,cluster,other,current,"> Jer 12:15 And after I have plucked them up , I will again have compassion on them, and I will bring them again each to his heritage and each to his land ."
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,145,cluster,other,current,**Jer 13:14** — sense=compassion · faculty=affect · type=action · valence=neutral · experiencer=self · object_type=person · divine_involvement=agent · object=them · relational=not
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,146,cluster,other,current,"> Jer 13:14 And I will dash them one against another , fathers and sons together , declares the Lord . I will not pity or spare or have compassion , that I should not destroy them .’”"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,148,cluster,other,current,**Jer 21:7** — sense=compassion · faculty=affect · type=action · valence=neutral · experiencer=other · divine_involvement=agent · location=soul
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,149,cluster,other,current,"> Jer 21:7 Afterward , declares the Lord , I will give Zedekiah king of Judah and his servants and the people in this city who survive the pestilence , sword , and famine into the hand of Nebuchadnezz"
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,151,cluster,other,current,**Jer 30:18** — sense=compassion · faculty=affect · type=action · valence=righteous · experiencer=self · object_type=person · divine_involvement=agent · object=dwellings
gloss,compassion,Sessions-v2/M05-Love/findings/wa-m05-b-compassion-v1_0-20260620.md,152,cluster,other,current,"> Jer 30:18 “ Thus says the Lord : Behold , I will restore the fortunes of the tents of Jacob and have compassion on his dwellings ; the city shall be rebuilt on its mound , and the palace shall stand"
